0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
0.008,16.596,0.179,22.439,2.936,3.697,1.84,12.992,11.677,7.339,5.182,18.847,9.282,4.415,5.826,7.49,7.903,8.445,3.38,5.129,3.852,2.397,2.73,1.632,2.064,0.008,0.649,0.0,0.0,0.0,0.011,17.842,0.434,24.035,3.741,4.599,2.459,15.558,14.128,8.067,5.534,23.301,10.961,5.259,7.401,8.559,9.601,10.061,4.518,6.494,5.84,3.338,3.415,2.735,2.396,0.011,0.865,0.0,0.0,0.0,0.006,15.157,0.077,20.57,2.263,2.863,1.428,11.104,9.47,6.395,4.957,15.454,7.588,3.85,4.757,6.372,6.429,6.891,2.653,4.004,2.665,1.671,1.96,1.054,1.711,0.006,0.464,0.0,0.0,0.0,0.011,17.749,0.37,23.901,3.618,4.462,2.356,15.172,13.882,8.017,5.46,22.529,10.809,5.086,7.138,8.486,9.391,9.983,4.36,6.354,5.501,3.259,3.389,2.564,2.386,0.011,0.862,0.0,0.0,0.0,0.004,14.23,0.021,19.438,1.809,2.275,1.179,9.805,7.77,5.865,4.755,12.889,6.439,3.36,3.779,5.622,5.362,5.913,2.145,3.117,1.925,1.012,1.53,0.716,1.514,0.004,0.295,0.0,0.0,0.0,0.01,18.289,0.416,24.793,3.949,4.818,2.571,15.832,14.202,8.523,5.525,23.767,11.331,5.258,7.206,8.776,9.829,10.291,4.366,6.422,5.863,3.099,3.743,2.541,2.493,0.01,0.785,0.0,0.0,0.0,0.094,67.993,10.576,112.295,22.857,45.271,21.354,103.852,103.816,62.921,27.552,142.625,45.734,41.437,80.543,40.341,63.173,49.01,37.087,42.748,57.476,27.743,7.924,54.531,7.504,0.058,4.546,0.0,0.0,0.0
0.0,17.198,0.014,21.421,5.939,8.747,7.873,7.864,11.947,8.751,13.212,10.429,14.086,6.54,7.678,11.309,5.145,3.866,2.577,0.828,3.06,0.001,0.308,0.904,0.0,0.781,0.0,0.0,0.0,0.0,0.0,18.255,0.015,22.887,6.688,10.298,8.969,8.19,13.352,9.471,13.789,11.224,15.917,7.163,8.117,12.002,5.926,4.448,2.759,0.963,3.165,0.001,0.308,0.904,0.0,0.781,0.0,0.0,0.0,0.0,0.0,15.819,0.012,19.387,5.03,6.811,6.547,7.43,10.26,7.866,12.393,9.487,11.961,5.713,7.041,10.302,4.197,3.196,2.311,0.631,2.908,0.001,0.308,0.904,0.0,0.781,0.0,0.0,0.0,0.0,0.0,18.221,0.015,22.831,6.657,10.249,8.931,8.179,13.304,9.447,13.767,11.202,15.86,7.142,8.1,11.975,5.903,4.433,2.752,0.958,3.161,0.001,0.308,0.904,0.0,0.781,0.0,0.0,0.0,0.0,0.0,14.979,0.01,18.281,4.622,5.621,5.828,7.19,9.306,7.377,11.938,8.858,10.646,5.222,6.69,9.748,3.578,2.735,2.165,0.523,2.824,0.001,0.308,0.904,0.0,0.781,0.0,0.0,0.0,0.0,0.0,18.748,0.016,23.918,7.314,10.946,9.518,8.389,14.084,9.818,14.192,11.416,16.565,7.492,8.444,12.519,6.159,4.554,2.895,1.064,3.244,0.001,0.308,0.904,0.0,0.781,0.0,0.0,0.0,0.0,0.0,69.674,0.089,127.357,57.085,68.691,62.99,31.102,110.873,63.504,66.836,40.095,97.142,29.024,25.403,41.912,20.965,10.976,22.527,4.081,8.104,0.001,0.389,0.912,0.0,0.781,0.0,0.0,0.0,0.0
0.02,16.958,0.001,33.772,8.332,6.3,4.326,12.772,11.993,12.818,7.703,10.987,7.623,6.79,10.14,8.798,9.968,8.536,6.101,7.089,6.012,6.585,9.072,10.331,8.052,3.736,1.955,0.04,0.145,0.0,0.027,17.916,0.001,35.84,9.971,7.651,5.614,14.963,13.01,15.283,8.423,12.522,8.724,6.918,11.065,9.653,11.462,10.204,7.161,8.479,7.2,6.902,9.694,11.252,8.517,3.829,2.387,0.04,0.193,0.0,0.014,15.568,0.0,31.037,6.773,5.028,3.071,10.786,10.822,10.456,6.973,9.327,6.662,6.679,9.091,7.822,8.513,6.868,4.953,5.721,4.741,6.215,8.375,9.216,7.573,3.644,1.584,0.04,0.104,0.0,0.027,17.878,0.001,35.768,9.935,7.625,5.583,14.911,12.983,15.229,8.408,12.483,8.699,6.916,11.04,9.625,11.433,10.166,7.135,8.445,7.166,6.894,9.678,11.225,8.505,3.827,2.38,0.04,0.192,0.0,0.009,14.803,0.0,29.453,5.594,3.999,2.203,9.539,10.018,8.704,6.406,8.18,6.097,6.579,8.39,7.241,7.35,5.638,4.116,4.797,3.97,5.963,7.884,8.487,7.233,3.571,1.246,0.04,0.066,0.0,0.024,18.629,0.001,36.983,9.875,7.405,5.62,14.892,13.191,15.104,8.367,12.685,8.65,6.872,11.243,9.996,11.25,10.145,7.217,8.526,7.511,6.967,9.773,11.521,8.531,3.819,2.227,0.04,0.175,0.0,0.233,95.92,0.01,238.785,99.405,90.087,48.852,158.203,103.744,174.222,97.649,110.238,100.289,62.976,90.812,66.569,112.076,80.393,54.332,91.919,76.661,36.028,52.815,58.391,53.195,29.559,32.577,0.161,1.014,0.0
0.006,11.12,0.005,18.025,3.627,3.711,3.203,8.772,8.063,6.694,5.005,7.609,3.991,6.672,6.293,6.0,3.811,3.883,6.137,4.286,5.922,3.763,7.56,0.765,1.236,2.913,0.656,2.6,0.427,0.219,0.008,12.219,0.007,22.619,4.28,4.3,6.666,11.946,11.507,7.114,7.041,9.358,7.338,8.369,9.384,9.528,5.11,4.349,7.076,6.834,6.365,4.668,8.356,0.77,1.276,3.242,0.672,3.053,0.427,0.219,0.004,9.97,0.005,16.298,2.887,2.937,3.31,7.884,6.339,6.23,3.991,6.397,3.704,5.751,5.313,5.65,2.94,3.485,5.123,3.418,5.278,3.066,6.785,0.759,1.179,2.63,0.645,2.211,0.427,0.219,0.008,12.165,0.005,19.819,4.261,4.279,3.585,10.001,9.927,7.103,6.089,8.838,4.659,7.626,7.521,6.681,4.763,4.342,7.051,5.433,6.347,4.567,8.338,0.77,1.275,3.237,0.672,3.046,0.427,0.219,0.003,9.134,0.005,15.608,2.411,2.485,4.044,7.142,5.141,5.908,3.496,5.573,3.918,5.287,5.114,6.091,2.427,3.125,4.465,3.119,4.924,2.436,6.25,0.755,1.147,2.372,0.638,1.856,0.427,0.219,0.007,12.234,0.005,20.118,4.43,4.609,3.371,9.475,9.806,7.172,6.129,8.766,4.426,7.699,7.566,6.68,4.763,4.177,7.235,5.303,6.695,4.281,8.326,0.771,1.306,3.121,0.666,2.885,0.427,0.219,0.071,55.333,0.026,128.057,27.741,46.56,17.494,49.888,99.145,40.281,41.115,63.871,40.22,51.348,48.29,36.342,38.439,28.727,54.853,30.769,33.791,22.603,62.865,3.039,7.62,10.213,2.669,7.835,1.707,0.875
0.015,13.757,0.078,24.549,5.792,9.874,4.163,11.729,10.22,8.409,10.584,12.629,8.294,9.229,7.795,6.63,6.547,3.699,6.729,4.402,3.843,1.458,1.339,3.096,0.561,1.174,2.131,3.342,1.959,0.79,0.019,14.685,0.194,26.621,7.202,11.83,5.014,12.62,11.908,9.333,11.551,15.551,9.311,11.513,8.915,8.339,8.697,4.584,9.238,6.017,4.882,2.186,1.944,4.32,0.731,1.779,3.244,4.541,3.213,1.447,0.01,12.814,0.033,22.247,4.696,8.263,3.476,10.945,8.754,7.554,9.557,10.396,7.311,7.418,6.505,5.362,5.005,2.996,5.182,3.211,3.147,0.984,0.911,2.237,0.418,0.679,1.422,2.47,1.228,0.392,0.019,14.624,0.165,26.564,7.067,11.677,4.933,12.527,11.808,9.258,11.505,15.159,9.177,11.209,8.881,8.109,8.403,4.507,8.857,5.777,4.707,2.051,1.862,4.147,0.727,1.758,3.033,4.522,2.953,1.325,0.007,12.124,0.009,20.668,3.713,7.051,2.88,10.324,7.72,6.946,8.817,8.849,6.639,6.101,5.704,4.24,3.85,2.371,3.952,2.405,2.505,0.546,0.614,1.445,0.286,0.387,0.951,1.801,0.59,0.163,0.018,14.766,0.186,26.923,6.899,11.622,4.875,12.613,11.917,9.399,11.648,15.814,9.579,11.637,9.294,8.111,8.594,4.393,8.808,6.188,4.741,2.106,1.972,4.104,0.671,1.775,3.392,4.075,3.1,1.561,0.169,97.391,4.897,236.792,82.124,117.151,46.551,130.959,144.959,101.897,94.924,194.154,107.087,136.115,89.53,95.464,142.962,35.115,125.591,62.977,47.167,38.072,24.345,58.354,2.987,19.598,46.505,29.754,35.635,30.92
0.013,12.887,0.006,22.543,8.915,3.728,5.204,7.642,8.273,4.915,3.088,10.305,3.228,7.419,4.173,6.465,7.739,3.628,6.971,2.305,3.782,4.07,4.376,4.69,0.797,3.904,1.415,0.697,0.676,2.336,0.017,17.272,0.015,25.714,13.21,4.532,9.789,9.396,9.709,5.299,5.245,11.997,6.828,8.265,5.57,8.26,8.525,4.837,7.926,2.986,6.362,6.194,5.534,5.72,1.588,4.984,1.968,0.986,1.111,2.566,0.009,12.17,0.007,19.63,6.716,2.862,5.173,6.917,6.951,4.606,2.925,8.69,2.758,6.767,3.184,5.158,6.986,3.013,6.008,2.166,3.226,3.466,3.426,3.997,0.809,3.239,1.332,0.522,0.403,2.196,0.017,13.888,0.006,25.583,11.483,4.465,5.818,8.62,9.673,5.258,3.378,11.832,4.079,8.141,5.346,7.957,8.509,4.41,7.859,2.544,4.732,4.933,5.392,5.463,0.909,4.631,1.545,0.927,1.045,2.515,0.006,11.756,0.009,17.855,5.157,2.275,5.972,6.479,5.835,4.342,3.02,7.682,2.964,6.222,2.62,4.229,6.377,2.528,5.422,2.12,2.836,3.185,2.739,3.461,0.941,2.767,1.364,0.38,0.209,2.066,0.016,13.656,0.005,25.895,11.046,4.737,5.572,8.289,9.36,5.25,3.349,12.433,3.987,8.236,5.37,8.129,8.4,4.096,8.174,2.422,4.374,4.616,5.587,5.273,0.828,4.503,1.532,0.876,1.094,2.552,0.15,83.114,0.012,283.852,128.256,66.495,28.587,99.952,105.104,37.117,24.571,99.529,24.811,55.424,45.811,116.532,78.326,50.744,76.761,11.734,58.171,39.011,67.779,45.878,8.032,50.822,10.47,14.192,22.642,8.951
0.017,15.088,0.002,30.923,2.626,2.237,3.16,3.85,17.33,0.646,4.212,12.332,6.72,6.092,1.849,9.277,3.736,8.327,4.134,4.459,5.108,1.108,2.482,2.548,2.805,0.627,2.118,1.715,0.715,0.0,0.023,15.559,0.003,32.245,2.997,2.741,3.934,4.732,19.509,0.733,4.711,14.282,7.644,6.166,1.963,10.236,4.117,8.803,4.341,4.8,6.225,1.208,2.704,2.597,3.239,0.638,2.529,2.061,0.87,0.0,0.012,14.448,0.001,29.158,2.148,1.783,2.502,3.088,15.053,0.521,3.701,10.397,5.739,5.994,1.745,8.583,3.313,7.821,3.956,4.145,4.087,1.022,2.29,2.498,2.378,0.62,1.682,1.341,0.533,0.0,0.023,15.54,0.003,32.199,2.985,2.732,3.917,4.719,19.455,0.73,4.701,14.229,7.615,6.163,1.961,10.217,4.108,8.792,4.338,4.794,6.196,1.206,2.7,2.596,3.23,0.638,2.516,2.053,0.866,0.0,0.008,14.119,0.0,28.12,1.853,1.388,2.039,2.397,13.437,0.452,3.307,9.24,5.193,5.943,1.655,8.165,3.012,7.445,3.794,3.877,3.448,0.944,2.116,2.46,2.037,0.615,1.439,1.067,0.411,0.0,0.021,15.926,0.003,32.955,3.158,2.596,3.839,4.413,19.688,0.793,4.68,14.601,7.908,6.221,1.931,9.988,4.154,8.81,4.264,4.713,6.313,1.171,2.625,2.593,3.182,0.635,2.648,2.078,0.906,0.0,0.199,91.405,0.015,212.227,21.211,31.754,49.664,55.841,195.28,6.797,31.553,151.923,76.408,41.18,10.64,109.171,39.51,38.719,40.879,38.675,79.83,8.174,24.394,18.689,35.846,2.259,9.62,18.032,7.195,0.0
0.01,17.118,0.012,32.092,10.343,5.739,7.037,20.061,8.792,13.626,6.094,12.056,7.284,13.413,6.695,8.232,4.085,11.496,4.748,2.999,5.237,1.536,3.615,2.17,0.558,1.394,0.201,0.0,0.0,0.0,0.014,21.597,0.031,37.721,14.495,8.404,13.094,25.787,9.666,19.521,7.133,15.258,10.491,17.496,10.366,12.655,6.279,16.832,6.097,5.722,6.069,1.768,5.121,3.834,0.558,1.394,0.201,0.0,0.0,0.0,0.007,16.188,0.014,28.947,8.208,4.924,6.734,17.303,7.851,12.478,5.764,11.209,6.687,12.783,6.171,7.683,3.688,10.236,3.978,2.95,4.957,1.43,3.521,2.356,0.558,1.394,0.201,0.0,0.0,0.0,0.014,18.242,0.013,35.489,12.538,6.935,8.085,23.54,9.641,15.35,6.575,13.003,8.159,14.396,7.658,9.605,4.806,13.315,5.681,3.36,5.617,1.672,3.844,2.246,0.558,1.394,0.201,0.0,0.0,0.0,0.005,15.668,0.018,27.543,6.786,4.509,7.288,15.534,7.167,12.175,5.562,11.012,6.398,13.119,6.123,7.951,3.594,10.057,3.298,3.418,4.799,1.353,3.749,2.815,0.558,1.394,0.201,0.0,0.0,0.0,0.012,18.136,0.012,35.824,12.61,6.481,7.512,22.539,9.706,14.806,6.357,13.086,7.968,14.453,7.294,8.963,4.43,13.008,5.334,3.235,5.482,1.623,3.836,2.09,0.558,1.394,0.201,0.0,0.0,0.0,0.119,98.162,0.056,296.884,132.387,64.991,41.695,238.192,111.649,111.543,53.132,115.275,84.606,133.631,57.417,129.846,26.783,123.177,37.955,14.639,36.441,11.349,30.093,5.502,2.788,5.575,0.803,0.0,0.0,0.0
0.074,15.18,0.004,25.676,7.24,8.878,9.659,9.374,13.6,11.3,16.493,11.187,7.97,9.38,8.884,12.431,7.692,6.825,1.952,6.985,3.369,0.783,1.78,3.164,0.306,0.011,1.411,1.827,0.0,0.0,0.088,16.583,0.004,28.245,8.815,10.533,11.415,10.272,15.888,12.657,18.127,12.574,8.795,11.097,10.456,14.385,8.331,7.218,2.405,8.282,3.954,1.041,2.175,4.206,0.337,0.014,1.689,2.863,0.0,0.0,0.056,13.516,0.004,22.721,5.611,6.756,7.655,8.378,11.078,9.718,14.27,9.353,7.01,7.613,7.31,10.514,6.972,6.357,1.483,5.776,2.86,0.562,1.342,2.285,0.284,0.008,1.173,1.113,0.0,0.0,0.087,16.544,0.004,28.171,8.775,10.476,11.357,10.247,15.82,12.618,18.063,12.522,8.772,11.049,10.412,14.342,8.311,7.206,2.39,8.259,3.943,1.037,2.162,4.185,0.337,0.014,1.685,2.846,0.0,0.0,0.045,12.404,0.004,20.813,4.516,5.574,6.508,7.714,9.578,8.679,13.096,8.364,6.383,6.508,6.357,9.054,6.563,6.062,1.245,4.758,2.472,0.361,1.097,1.639,0.266,0.005,0.955,0.604,0.0,0.0,0.095,16.924,0.004,28.929,8.953,11.375,12.224,10.439,16.514,13.014,19.337,13.503,8.996,11.413,10.725,14.258,8.548,7.344,2.589,7.982,3.848,0.946,2.306,4.026,0.325,0.013,1.586,2.454,0.0,0.0,1.093,72.49,0.014,201.143,78.28,90.421,81.775,76.495,92.361,115.927,129.157,114.798,71.171,92.252,70.42,55.713,45.918,26.607,9.321,37.136,16.529,6.775,4.609,25.268,1.17,0.063,1.411,6.294,0.0,0.0
0.017,12.004,0.124,17.588,4.436,7.498,6.075,5.076,10.221,4.367,6.858,10.154,3.687,4.892,2.945,4.178,1.753,3.899,4.387,2.899,1.803,1.018,0.016,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.022,13.238,0.127,20.079,5.707,9.034,8.05,5.664,11.985,5.523,8.067,12.016,4.394,5.713,3.473,4.966,1.845,4.412,5.255,3.459,2.183,1.576,0.021,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.012,10.734,0.122,15.137,3.261,6.145,4.493,4.416,8.236,3.26,5.917,8.376,2.88,4.207,2.43,3.439,1.674,3.312,3.659,2.354,1.477,0.556,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.022,13.209,0.126,20.022,5.677,9.01,8.014,5.648,11.939,5.496,8.041,11.975,4.375,5.693,3.463,4.95,1.843,4.399,5.236,3.445,2.177,1.562,0.02,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.008,9.803,0.121,13.391,2.547,4.947,3.33,3.966,6.846,2.472,5.323,7.053,2.321,3.765,2.017,2.871,1.602,2.911,3.152,1.991,1.179,0.294,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.02,13.268,0.127,19.999,5.684,8.544,7.503,5.753,12.221,5.556,7.859,11.865,4.509,5.65,3.396,4.844,1.811,4.502,5.142,3.453,2.042,1.581,0.019,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.196,60.542,0.249,119.324,31.749,56.552,90.674,27.05,54.436,32.921,72.196,55.728,22.354,17.203,20.8,31.681,9.576,19.048,15.909,18.563,5.839,3.554,0.053,0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.023,16.872,0.197,22.345,2.585,4.66,7.483,13.525,7.674,7.15,8.621,4.997,3.398,10.169,1.254,6.56,7.037,2.022,6.795,3.479,4.194,2.928,5.369,2.397,0.681,2.103,1.99,0.2,0.43,0.0,0.031,18.0,0.212,24.768,2.874,6.06,9.523,15.366,9.351,8.968,9.672,6.242,4.47,12.222,1.46,7.76,8.515,2.598,8.926,3.661,4.969,3.243,6.464,2.624,0.769,2.414,2.058,0.2,0.431,0.0,0.017,15.255,0.181,19.516,2.224,3.429,5.581,11.641,6.172,5.394,7.212,3.796,2.506,8.233,0.97,5.291,5.615,1.382,4.999,3.299,3.416,2.551,4.173,2.138,0.598,1.653,1.931,0.2,0.428,0.0,0.031,17.956,0.211,24.7,2.865,6.03,9.482,15.318,9.312,8.922,9.636,6.212,4.447,12.18,1.453,7.726,8.477,2.579,8.882,3.657,4.953,3.234,6.43,2.618,0.767,2.402,2.057,0.2,0.431,0.0,0.011,14.355,0.172,17.643,2.003,2.521,4.15,10.38,5.204,4.256,6.38,2.973,1.916,6.751,0.806,4.471,4.683,1.033,3.742,3.157,2.808,2.306,3.49,1.958,0.53,1.404,1.878,0.2,0.427,0.0,0.028,18.801,0.217,25.337,2.991,5.865,9.23,15.593,9.297,9.068,10.24,6.244,4.347,11.923,1.584,8.018,8.632,2.844,8.554,3.64,4.895,3.336,6.815,2.66,0.752,2.645,2.033,0.2,0.432,0.0,0.272,62.698,1.631,104.439,12.283,34.269,64.169,87.776,87.758,73.77,46.9,51.609,57.307,74.179,9.479,64.6,73.082,26.462,115.502,14.509,11.634,9.118,25.157,8.816,2.35,8.546,3.845,0.201,0.451,0.0
0.02,11.152,0.044,22.668,9.542,2.759,3.179,6.906,10.796,6.262,5.21,3.946,3.726,4.384,4.256,2.988,7.139,0.662,0.933,3.677,0.226,7.31,1.341,3.429,1.4,0.364,0.881,1.407,0.01,0.0,0.026,11.665,0.11,25.064,12.52,4.609,4.256,8.131,12.807,7.459,6.031,4.423,3.985,5.903,4.919,3.283,8.412,0.862,1.024,4.581,0.36,8.634,1.956,4.833,1.734,0.576,1.042,2.228,0.021,0.0,0.014,10.58,0.019,20.271,7.353,1.537,2.216,5.939,8.805,5.123,4.44,3.383,3.521,3.284,3.543,2.734,6.106,0.456,0.883,2.776,0.145,6.195,0.885,2.506,1.196,0.235,0.749,0.91,0.005,0.0,0.026,11.611,0.093,24.815,12.316,4.43,4.152,7.985,12.642,7.379,5.923,4.395,3.938,5.654,4.868,3.278,8.297,0.856,1.011,4.512,0.331,8.447,1.85,4.703,1.662,0.529,1.034,2.048,0.019,0.0,0.009,10.229,0.005,18.756,5.563,0.797,1.531,5.188,7.345,4.251,3.917,3.058,3.362,2.332,3.105,2.505,5.289,0.328,0.849,2.116,0.071,5.42,0.571,1.785,1.006,0.116,0.629,0.447,0.001,0.0,0.024,11.901,0.105,25.79,11.668,4.397,4.404,8.099,13.012,7.457,6.228,4.637,4.015,5.816,5.141,3.182,8.288,0.916,1.003,4.665,0.353,8.856,2.057,4.467,1.714,0.563,0.991,2.178,0.019,0.0,0.229,72.163,2.804,206.41,180.735,83.109,44.742,81.916,138.045,88.526,66.336,43.761,24.856,47.628,56.355,38.55,71.398,16.628,14.381,53.751,3.086,84.875,31.065,93.711,10.582,5.147,10.645,45.094,0.561,0.0
0.019,17.434,0.026,21.243,2.521,6.163,3.22,9.449,6.688,7.28,9.223,7.856,6.007,5.808,6.196,4.351,3.229,2.145,3.943,2.331,5.49,3.428,3.045,3.525,1.636,2.09,0.852,5.184,1.923,1.6,0.026,17.744,0.033,22.84,2.984,7.712,3.669,10.58,7.657,7.728,10.176,8.889,7.028,6.322,6.808,5.071,3.638,2.206,4.197,2.559,6.095,3.431,3.105,4.002,1.925,2.562,0.863,6.71,2.3,1.824,0.014,17.005,0.019,19.537,2.03,4.814,2.813,8.415,5.643,6.676,8.186,6.916,4.935,5.245,5.54,3.667,2.783,2.091,3.603,2.129,5.088,3.425,2.993,3.025,1.344,1.699,0.841,3.868,1.599,1.276,0.026,17.732,0.033,22.798,2.973,7.685,3.661,10.555,7.634,7.713,10.153,8.872,7.005,6.309,6.794,5.054,3.628,2.205,4.188,2.555,6.085,3.431,3.104,3.991,1.917,2.549,0.863,6.672,2.294,1.815,0.009,16.758,0.015,18.408,1.67,3.722,2.476,7.688,4.89,6.32,7.447,6.105,4.13,4.839,5.057,3.195,2.46,2.043,3.401,1.956,4.829,3.423,2.946,2.649,1.177,1.48,0.832,3.107,1.304,1.097,0.023,17.938,0.034,23.012,2.999,7.307,3.564,10.502,7.714,7.974,10.254,8.609,7.018,6.363,6.828,5.068,3.665,2.186,4.329,2.495,5.874,3.43,3.085,3.997,1.96,2.567,0.859,6.664,2.16,1.989,0.225,57.997,0.348,113.857,24.352,61.339,10.622,69.135,36.922,30.701,82.317,75.305,61.95,27.929,25.715,47.736,10.766,13.384,19.516,13.443,45.986,9.434,11.508,8.897,2.936,4.809,1.665,55.214,8.763,1.745
0.014,11.774,0.726,23.221,8.727,3.469,2.664,9.647,7.26,3.351,5.606,3.771,1.001,6.402,2.996,4.619,10.492,1.883,4.146,2.694,5.732,4.479,2.563,5.679,1.42,3.755,1.924,3.336,3.347,2.183,0.018,12.324,0.873,24.859,10.247,4.5,3.362,10.627,8.306,3.992,6.423,4.386,1.476,6.971,3.551,5.432,11.782,2.037,4.604,3.227,5.987,4.68,2.711,6.384,1.628,4.036,2.047,3.891,3.902,2.408,0.01,11.015,0.527,21.103,7.206,2.518,1.995,8.561,6.125,2.712,4.524,2.988,0.579,5.768,2.411,3.789,9.323,1.664,3.496,2.253,5.387,4.19,2.349,4.654,1.118,3.345,1.745,2.529,2.539,1.862,0.018,12.302,0.867,24.803,10.216,4.474,3.349,10.603,8.277,3.978,6.395,4.364,1.463,6.954,3.537,5.41,11.746,2.031,4.586,3.213,5.977,4.672,2.705,6.357,1.62,4.025,2.042,3.87,3.881,2.399,0.006,10.618,0.425,19.886,6.01,1.976,1.446,7.787,5.378,2.209,3.874,2.54,0.343,5.375,1.995,3.256,8.662,1.541,3.147,2.005,5.212,4.033,2.231,4.091,0.952,3.121,1.647,2.085,2.095,1.69,0.017,12.749,0.988,25.705,10.092,4.535,3.233,10.726,8.533,3.923,6.837,4.726,1.536,7.112,3.596,5.571,11.909,2.141,4.952,3.235,6.188,4.83,2.821,6.91,1.783,4.246,2.139,4.305,4.317,2.578,0.161,71.979,10.55,183.874,106.181,59.649,23.759,102.001,87.901,40.835,68.836,35.918,18.047,56.722,39.192,55.431,119.132,14.842,38.997,35.393,50.664,34.132,23.301,42.314,11.802,36.852,10.109,33.339,24.919,16.483
0.012,13.243,0.337,21.372,3.969,7.179,9.299,11.076,13.684,10.964,8.276,8.833,10.819,9.324,8.194,5.859,4.926,1.817,1.519,0.806,3.35,0.277,3.155,0.011,0.1,0.017,0.0,0.0,0.0,0.0,0.016,14.03,0.428,22.847,6.727,11.462,14.32,14.442,15.401,12.491,9.678,11.414,13.737,12.982,11.347,6.621,7.04,2.832,1.584,0.807,3.679,0.323,3.514,0.013,0.117,0.02,0.0,0.0,0.0,0.0,0.008,12.272,0.224,19.716,3.269,5.542,8.195,9.492,11.894,9.773,6.871,7.628,8.986,8.399,7.188,5.008,4.189,1.556,1.426,0.804,2.872,0.21,2.633,0.008,0.076,0.013,0.0,0.0,0.0,0.0,0.016,13.993,0.424,22.758,4.997,9.195,11.04,12.693,15.358,11.967,9.64,10.129,12.691,10.783,9.533,6.576,5.826,2.117,1.581,0.807,3.666,0.321,3.5,0.012,0.116,0.02,0.0,0.0,0.0,0.0,0.005,11.693,0.17,18.622,2.788,4.301,7.491,8.613,10.694,9.057,5.89,6.944,7.97,7.736,6.73,4.531,3.825,1.427,1.374,0.803,2.609,0.173,2.346,0.007,0.063,0.011,0.0,0.0,0.0,0.0,0.014,14.384,0.5,23.123,4.938,8.931,10.76,13.096,15.515,12.355,9.709,10.393,13.213,10.444,9.692,6.964,5.997,2.231,1.632,0.808,3.924,0.358,3.782,0.014,0.129,0.023,0.0,0.0,0.0,0.0,0.137,80.002,3.061,142.89,57.207,105.907,110.173,150.071,127.621,102.656,66.49,62.647,103.22,114.955,69.685,54.212,40.759,12.467,5.408,3.216,15.415,0.554,14.281,0.032,0.301,0.052,0.0,0.0,0.0,0.0
0.012,22.26,0.249,35.922,9.308,7.54,2.457,17.6,8.442,7.099,9.294,13.57,7.906,6.731,7.327,7.968,7.482,5.116,7.166,3.155,9.479,6.113,3.011,3.012,5.945,2.564,2.758,1.851,4.54,2.704,0.016,23.069,0.292,37.666,10.436,8.414,2.736,19.345,8.877,7.918,10.025,14.961,8.532,7.44,7.692,8.929,8.117,5.506,7.951,3.618,11.14,6.784,3.243,3.041,6.483,2.754,3.041,1.851,4.827,3.025,0.008,21.092,0.189,33.589,7.831,6.336,2.088,15.56,7.853,6.062,8.364,12.137,7.037,5.882,6.883,6.891,6.747,4.716,6.123,2.619,8.154,5.368,2.696,2.971,5.382,2.287,2.423,1.851,4.167,2.238,0.015,23.037,0.29,37.603,10.397,8.379,2.727,19.291,8.862,7.893,10.002,14.93,8.51,7.42,7.682,8.898,8.1,5.496,7.919,3.601,11.103,6.767,3.234,3.04,6.468,2.747,3.033,1.851,4.817,3.012,0.005,20.455,0.156,32.257,6.972,5.704,1.869,14.299,7.507,5.412,7.783,11.041,6.538,5.32,6.593,6.297,6.245,4.438,5.6,2.352,7.339,4.838,2.523,2.948,5.035,2.135,2.2,1.85,3.939,1.982,0.014,23.676,0.322,38.709,11.026,9.085,2.879,19.95,9.122,8.241,10.322,14.895,8.923,7.63,7.8,9.286,8.24,5.534,8.572,3.902,10.918,6.854,3.398,3.062,6.623,2.895,3.11,1.851,4.958,3.262,0.136,75.897,0.848,163.628,50.198,44.369,10.032,112.424,36.75,42.441,65.282,109.035,42.217,20.241,44.875,53.313,24.247,38.357,29.469,13.113,88.939,30.586,8.234,9.937,29.121,10.296,17.653,7.58,19.788,12.717
