0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
0.007,15.293,0.011,18.876,7.705,9.231,4.996,6.883,6.679,5.508,2.857,2.411,6.417,2.125,1.472,4.495,3.522,4.166,1.607,2.423,5.038,5.109,3.052,3.044,2.104,0.102,0.988,0.0,0.0,0.0,0.01,20.085,0.027,22.013,9.878,11.123,9.297,8.978,8.092,5.648,3.732,3.029,7.297,2.644,2.113,4.728,3.95,5.556,1.661,2.605,7.199,6.199,3.665,4.625,2.661,0.135,0.988,0.0,0.0,0.0,0.005,13.936,0.012,16.096,5.73,8.178,4.97,5.58,5.366,5.315,2.777,1.829,5.427,1.693,1.507,4.177,3.19,2.961,1.564,2.267,4.434,4.191,2.64,2.823,1.625,0.073,0.988,0.0,0.0,0.0,0.01,16.775,0.013,21.912,9.831,10.303,5.652,8.13,8.067,5.642,3.001,3.008,7.268,2.632,1.522,4.714,3.908,5.525,1.638,2.6,5.798,6.173,3.655,3.458,2.653,0.135,0.988,0.0,0.0,0.0,0.003,13.107,0.016,14.309,4.04,7.572,5.635,4.934,4.256,5.204,2.896,1.352,4.83,1.419,1.659,3.997,2.888,2.174,1.545,2.128,4.272,3.449,2.356,2.871,1.188,0.046,0.988,0.0,0.0,0.0,0.009,16.74,0.012,21.797,9.299,10.304,5.181,8.387,7.758,5.734,3.019,2.909,7.625,2.612,1.482,4.872,3.769,5.443,1.66,2.54,5.708,5.917,3.422,3.299,2.455,0.123,0.988,0.0,0.0,0.0,0.085,60.893,0.065,144.527,85.452,47.596,23.424,47.752,103.283,20.982,11.676,52.199,39.763,31.925,6.677,18.411,14.72,64.41,4.669,8.462,20.482,18.541,9.554,3.431,7.591,0.711,0.988,0.0,0.0,0.0
0.014,14.37,0.013,22.06,9.088,2.806,4.067,7.011,9.5,3.659,4.558,3.51,3.057,3.855,1.72,4.444,4.592,3.966,3.601,2.593,1.14,2.168,2.857,2.519,1.138,2.058,0.0,0.009,0.0,0.0,0.018,18.656,0.034,24.278,10.433,3.735,6.892,8.762,11.09,4.329,6.907,4.654,7.067,4.186,2.224,5.439,5.47,4.595,3.832,2.594,1.194,3.071,3.81,3.401,1.382,2.636,0.0,0.012,0.0,0.0,0.01,13.728,0.015,19.879,7.899,2.151,4.005,6.332,7.943,2.96,4.122,2.475,2.862,3.551,1.397,4.422,3.959,3.931,3.343,2.593,1.104,1.945,2.057,1.891,0.93,1.58,0.0,0.006,0.0,0.0,0.018,15.31,0.014,24.217,10.406,3.718,4.559,7.938,11.055,4.312,5.048,4.626,3.753,4.18,2.216,4.584,5.456,4.045,3.824,2.593,1.183,2.523,3.778,3.263,1.378,2.61,0.0,0.012,0.0,0.0,0.006,13.35,0.021,18.469,6.851,1.713,4.374,5.86,6.696,2.434,4.05,1.784,2.951,3.292,1.197,4.452,3.478,3.966,3.2,2.594,1.073,1.841,1.331,1.34,0.74,1.147,0.0,0.004,0.0,0.0,0.017,15.033,0.012,24.337,10.008,3.434,4.2,7.539,10.868,4.317,5.13,4.618,3.256,4.1,2.026,4.468,5.128,4.027,3.913,2.593,1.167,2.351,3.445,2.985,1.291,2.409,0.0,0.011,0.0,0.0,0.161,60.582,0.017,165.046,104.43,57.008,23.993,39.309,90.354,39.11,24.633,60.73,15.465,15.276,35.457,11.402,55.007,15.673,22.154,10.136,5.212,14.183,19.726,17.245,11.043,17.74,0.002,0.063,0.0,0.0
0.0,13.538,1.395,22.74,2.765,9.29,4.412,5.666,8.25,5.841,7.629,8.311,4.777,6.543,4.894,5.583,3.208,2.959,4.976,3.179,2.346,2.053,3.827,0.844,2.526,2.422,2.874,2.204,1.828,1.307,0.0,14.195,1.544,24.605,3.326,10.229,4.75,6.206,9.201,6.26,8.092,9.139,5.561,6.893,5.626,6.285,3.496,3.378,5.213,3.989,2.632,2.335,4.224,0.979,2.81,2.442,2.935,2.288,1.965,1.471,0.0,12.744,1.21,20.137,2.06,8.038,3.929,5.012,7.195,5.332,6.957,7.24,4.09,6.039,4.12,4.706,2.811,2.447,4.644,2.281,1.96,1.644,3.252,0.647,2.115,2.393,2.784,2.082,1.628,1.068,0.0,14.173,1.539,24.535,3.304,10.197,4.737,6.185,9.171,6.245,8.074,9.107,5.549,6.879,5.609,6.263,3.485,3.361,5.203,3.964,2.621,2.324,4.208,0.974,2.798,2.441,2.933,2.285,1.96,1.464,0.0,12.292,1.097,18.674,1.717,7.301,3.664,4.681,6.567,5.066,6.588,6.689,3.475,5.764,3.543,4.149,2.592,2.212,4.467,1.76,1.763,1.419,2.936,0.539,1.889,2.377,2.735,2.015,1.519,0.937,0.0,14.485,1.607,25.847,3.759,10.74,4.992,6.575,9.565,6.528,8.437,9.724,5.299,7.155,5.629,6.542,3.687,3.718,5.393,4.307,2.857,2.545,4.518,1.08,3.021,2.457,2.981,2.351,2.068,1.593,0.001,75.971,7.718,137.32,29.53,45.672,20.892,46.076,42.511,29.104,66.61,74.606,47.276,58.38,51.817,29.381,19.414,28.413,28.806,28.923,26.404,28.801,23.506,4.858,15.862,10.604,13.359,13.377,20.219,21.834
0.019,5.969,0.027,10.617,3.617,3.71,3.133,3.626,4.483,1.954,3.882,3.996,3.718,1.265,1.156,1.733,1.156,1.991,1.09,2.594,1.708,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,6.318,0.045,13.266,5.629,4.666,5.546,5.155,6.313,2.178,5.841,7.245,5.805,1.475,1.391,5.219,1.615,3.361,1.464,3.616,2.81,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,5.545,0.015,9.693,2.905,2.725,2.547,2.839,3.58,1.79,3.5,2.906,3.163,0.96,1.017,1.465,0.769,1.735,0.716,1.709,0.903,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,6.256,0.044,11.48,4.506,4.646,3.927,4.542,5.359,2.174,4.446,5.626,4.547,1.467,1.274,2.32,1.606,2.389,1.455,3.595,2.786,1.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,5.323,0.008,9.572,2.322,1.972,2.494,2.381,2.98,1.687,3.506,2.411,3.072,0.793,0.958,1.412,0.488,1.731,0.467,1.066,0.43,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,6.483,0.04,11.89,4.197,4.621,3.985,4.502,5.414,2.128,4.355,5.195,4.431,1.632,1.323,2.023,1.54,2.283,1.523,3.472,2.596,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,29.915,1.069,81.499,55.672,45.449,57.279,64.349,31.345,22.579,29.789,101.945,59.416,8.707,7.145,19.198,23.978,12.212,11.967,32.358,69.683,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007,7.337,1.21,12.534,2.48,8.244,1.141,4.787,3.416,3.31,1.813,2.173,1.822,1.331,2.917,1.632,2.972,2.194,3.358,0.357,1.001,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,7.734,1.401,13.62,2.988,9.655,1.347,5.582,4.457,3.66,2.039,2.407,2.094,1.516,3.176,2.212,3.445,2.273,3.99,0.416,1.167,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,6.805,0.954,11.061,1.862,6.312,0.873,3.634,2.27,2.844,1.536,1.86,1.46,1.062,2.548,0.947,2.369,2.093,2.476,0.27,0.758,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,7.718,1.393,13.578,2.973,9.604,1.34,5.551,4.422,3.648,2.03,2.398,2.083,1.509,3.166,2.188,3.425,2.27,3.965,0.414,1.161,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,6.534,0.823,10.265,1.469,5.217,0.71,2.998,1.666,2.566,1.407,1.688,1.278,0.914,2.349,0.649,2.08,2.045,2.01,0.223,0.625,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,8.045,1.551,14.376,3.156,10.551,1.444,6.169,4.911,3.844,2.221,2.551,2.31,1.654,3.373,2.702,3.828,2.339,4.475,0.46,1.292,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,34.829,7.882,93.843,30.312,98.2,9.386,30.879,36.553,16.103,11.934,20.512,8.614,21.95,15.963,14.468,20.97,8.21,14.673,1.071,6.002,1.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015,9.25,0.425,8.908,1.474,7.215,0.662,3.647,5.355,3.668,2.451,1.739,2.569,2.184,2.38,2.865,3.673,1.93,1.738,1.595,2.381,2.4,0.313,1.775,1.136,0.003,0.0,0.0,0.0,0.0,0.02,9.7,0.469,9.817,1.813,8.876,0.711,4.389,5.93,4.818,2.8,1.958,3.129,2.386,2.58,3.632,4.045,2.219,1.956,1.79,2.727,3.246,0.538,1.968,1.386,0.003,0.0,0.0,0.0,0.0,0.011,8.671,0.362,7.897,1.094,5.632,0.618,2.954,4.721,2.588,2.053,1.5,2.011,1.964,2.116,2.218,3.229,1.605,1.521,1.321,2.049,1.681,0.162,1.496,0.845,0.002,0.0,0.0,0.0,0.0,0.02,9.685,0.468,9.794,1.804,8.835,0.71,4.375,5.916,4.792,2.789,1.953,3.114,2.381,2.573,3.612,4.034,2.212,1.952,1.782,2.72,3.228,0.534,1.961,1.379,0.003,0.0,0.0,0.0,0.0,0.007,8.331,0.326,7.192,0.831,4.578,0.58,2.371,4.267,1.833,1.828,1.329,1.637,1.804,1.968,1.854,2.935,1.377,1.349,1.174,1.777,1.179,0.071,1.342,0.648,0.002,0.0,0.0,0.0,0.0,0.018,9.933,0.5,9.931,1.861,8.911,0.697,4.219,5.983,4.773,2.909,1.977,3.211,2.398,2.691,3.657,4.143,2.256,1.931,1.937,2.663,3.142,0.465,2.11,1.436,0.004,0.0,0.0,0.0,0.0,0.175,46.489,5.719,53.385,22.721,112.478,2.823,25.914,28.029,62.152,26.164,17.343,21.926,13.946,13.883,43.424,24.156,22.362,12.034,7.735,20.736,22.955,7.125,18.087,25.64,0.056,0.0,0.0,0.0,0.0
0.005,9.551,0.083,13.769,4.693,4.053,5.837,7.102,6.642,0.663,6.617,6.353,4.301,4.818,4.834,3.398,3.955,1.852,4.203,4.52,2.492,4.784,2.533,1.752,2.913,0.117,0.484,1.268,0.233,0.006,0.006,14.288,0.185,16.442,7.308,4.751,12.909,11.563,8.371,0.776,10.191,8.919,4.87,6.719,9.744,5.117,4.382,2.458,7.489,6.377,5.373,6.659,5.408,2.356,5.495,0.543,0.644,5.17,0.915,0.025,0.003,8.698,0.061,11.968,3.029,3.471,5.854,5.966,5.292,0.52,5.865,4.58,3.641,3.826,4.208,2.59,3.899,1.482,3.737,4.357,2.627,4.406,2.137,1.26,2.825,0.082,0.346,1.112,0.181,0.005,0.006,10.752,0.13,15.639,6.975,4.637,7.047,8.939,8.141,0.771,7.578,8.593,4.823,6.044,6.061,4.557,4.08,2.33,4.878,4.971,2.864,5.443,3.445,2.321,3.435,0.215,0.642,2.024,0.391,0.011,0.002,8.184,0.059,10.831,1.871,3.033,6.492,5.153,4.152,0.43,5.574,3.492,3.27,3.198,3.714,1.99,3.897,1.158,3.641,4.515,2.953,4.276,1.838,0.816,2.999,0.046,0.22,0.991,0.131,0.004,0.006,10.574,0.138,15.745,6.861,4.854,6.634,8.796,8.197,0.821,7.567,9.112,5.15,6.226,5.613,4.249,4.067,2.441,4.942,4.801,2.675,5.143,3.42,2.114,3.329,0.208,0.585,1.912,0.324,0.009,0.057,82.728,2.745,193.147,158.454,64.183,77.019,127.296,126.042,12.738,73.589,158.472,55.049,90.418,64.123,75.414,28.672,41.543,48.954,47.783,22.303,48.921,56.273,48.651,21.914,3.827,5.976,28.078,6.695,0.184
0.006,10.549,0.015,18.154,4.37,2.208,2.109,4.785,4.09,1.503,5.612,6.045,2.862,2.173,3.194,7.993,2.222,1.136,3.206,5.736,4.251,2.028,4.548,1.535,2.189,0.952,0.515,0.32,0.0,0.0,0.008,15.06,0.038,21.36,5.413,2.692,2.843,6.536,6.025,1.676,6.73,7.603,3.005,2.461,4.699,8.902,3.272,1.244,6.191,7.144,6.411,2.894,8.195,3.154,3.498,1.053,0.686,0.426,0.0,0.0,0.004,9.573,0.017,15.287,3.437,1.765,1.564,4.015,3.432,1.347,4.453,4.787,2.662,2.053,2.141,7.265,1.541,0.979,2.387,4.843,3.829,1.768,4.57,1.58,1.964,0.963,0.368,0.228,0.0,0.0,0.007,11.748,0.016,21.145,5.379,2.618,2.715,5.734,4.913,1.657,6.705,7.284,2.999,2.277,4.612,8.767,2.951,1.24,4.3,6.903,4.866,2.432,5.111,1.696,2.608,0.958,0.683,0.424,0.0,0.0,0.003,9.03,0.023,13.587,2.657,1.504,1.111,3.538,3.187,1.242,3.572,3.981,2.549,2.023,1.467,6.677,1.187,0.892,2.103,4.209,3.829,1.592,5.162,1.924,1.92,0.99,0.234,0.145,0.0,0.0,0.007,11.705,0.014,21.631,5.184,2.871,2.847,5.539,5.087,1.679,6.691,7.418,3.099,2.332,4.424,8.916,3.099,1.325,4.488,7.071,4.761,2.475,4.687,1.604,2.386,0.948,0.622,0.386,0.0,0.0,0.066,81.343,0.029,266.169,65.635,29.744,25.204,61.854,49.118,18.14,108.59,75.89,26.116,14.187,98.794,59.313,46.02,6.457,65.412,87.218,25.038,8.939,24.161,13.439,35.832,3.808,14.412,8.946,0.003,0.0
0.012,12.959,0.025,16.607,2.575,3.702,3.491,10.784,5.076,2.26,2.047,5.639,7.844,3.322,1.796,3.148,4.883,2.671,2.291,2.697,3.386,3.414,0.0,0.112,1.006,0.0,0.0,0.0,0.0,0.0,0.018,13.828,0.044,18.005,3.278,5.593,7.386,16.099,6.549,2.426,2.403,8.616,10.67,3.952,1.801,4.413,6.212,3.117,2.886,3.116,4.335,5.295,0.0,0.13,1.341,0.0,0.0,0.0,0.0,0.0,0.008,11.842,0.013,15.213,2.221,3.054,3.461,9.138,4.066,2.021,1.89,4.522,7.089,2.782,1.789,2.188,3.96,2.189,1.682,2.236,2.559,2.097,0.0,0.085,0.719,0.0,0.0,0.0,0.0,0.0,0.018,13.791,0.043,17.896,2.935,4.549,4.181,12.994,6.175,2.418,2.192,7.083,9.041,3.943,1.801,4.182,6.188,3.107,2.874,3.105,4.317,5.264,0.0,0.13,1.336,0.0,0.0,0.0,0.0,0.0,0.005,11.161,0.006,14.294,2.002,2.546,3.591,8.163,3.244,1.891,1.815,3.759,6.563,2.288,1.786,1.587,3.355,1.837,1.213,1.905,1.902,1.134,0.0,0.07,0.457,0.0,0.0,0.0,0.0,0.0,0.017,14.214,0.036,18.065,2.997,4.402,3.971,12.934,5.985,2.546,2.268,6.977,8.788,3.719,1.805,4.31,5.78,3.136,2.852,3.151,4.126,4.556,0.0,0.144,1.217,0.0,0.0,0.0,0.0,0.0,0.161,41.099,1.162,73.837,8.569,50.024,30.355,85.419,50.296,8.799,6.031,61.011,58.434,8.093,11.095,27.177,77.768,5.129,13.036,16.205,16.308,25.405,0.0,0.223,7.044,0.0,0.0,0.0,0.0,0.0
0.005,14.393,0.006,19.744,6.601,1.015,3.785,3.922,5.65,2.03,3.101,1.598,3.227,4.51,0.454,6.184,2.984,4.064,0.193,2.706,3.938,2.593,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,18.841,0.015,22.53,7.581,1.093,6.695,5.554,6.413,2.275,3.999,1.788,3.773,4.913,1.065,6.76,4.119,4.714,0.412,3.16,7.19,3.454,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,13.541,0.007,17.455,5.657,0.906,3.941,3.373,4.784,1.754,3.201,1.426,2.763,4.177,0.52,5.647,2.58,3.552,0.193,2.27,3.407,1.74,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,15.547,0.006,22.432,7.557,1.091,4.073,4.569,6.393,2.268,3.143,1.782,3.76,4.903,0.483,6.748,3.553,4.703,0.227,3.15,4.807,3.43,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,12.989,0.009,15.92,4.892,0.844,4.568,3.174,4.181,1.56,3.448,1.279,2.357,3.989,0.687,5.196,2.314,3.136,0.226,1.914,3.069,1.237,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,15.23,0.005,22.096,7.416,1.141,3.776,4.523,6.525,2.307,3.059,1.738,3.591,4.919,0.426,6.629,3.302,4.489,0.2,3.078,4.392,3.591,1.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,51.435,0.015,181.593,57.322,9.979,22.725,47.405,62.925,10.796,11.758,13.137,20.447,37.005,0.913,30.261,12.527,30.526,0.65,11.722,13.011,11.906,7.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019,13.965,0.01,21.945,2.979,6.853,3.376,4.578,6.328,5.791,1.946,4.946,3.49,6.553,3.028,2.427,3.344,6.346,0.697,2.106,0.768,3.67,0.153,1.973,0.057,0.089,0.01,0.0,0.0,0.0,0.025,14.47,0.016,23.281,3.472,8.699,4.467,5.617,7.172,6.412,2.289,5.512,3.983,7.6,3.7,2.926,4.511,7.278,0.736,2.301,0.828,4.66,0.257,2.233,0.077,0.119,0.013,0.0,0.0,0.0,0.013,13.265,0.005,20.375,2.434,5.347,2.429,3.523,5.492,5.16,1.547,4.343,3.063,5.553,2.441,1.99,2.515,5.582,0.664,1.938,0.717,2.808,0.085,1.75,0.041,0.064,0.007,0.0,0.0,0.0,0.025,14.452,0.016,23.243,3.458,8.671,4.446,5.591,7.155,6.399,2.28,5.499,3.976,7.576,3.69,2.916,4.492,7.258,0.735,2.298,0.827,4.638,0.255,2.229,0.076,0.118,0.013,0.0,0.0,0.0,0.008,12.862,0.002,19.346,2.091,4.048,1.695,2.839,4.829,4.671,1.276,3.897,2.676,4.84,1.915,1.678,1.896,5.128,0.633,1.799,0.67,2.21,0.04,1.552,0.026,0.041,0.004,0.0,0.0,0.0,0.022,14.784,0.014,23.633,3.598,8.017,4.251,5.682,7.071,6.364,2.357,5.524,3.807,7.556,3.47,2.837,4.054,7.147,0.721,2.252,0.806,4.553,0.216,2.144,0.069,0.108,0.012,0.0,0.0,0.0,0.214,51.232,0.058,100.288,17.775,36.839,31.9,32.082,55.254,25.137,5.625,37.889,15.294,67.545,16.555,14.804,53.156,62.987,2.832,14.719,2.721,25.681,1.096,17.277,1.608,2.495,0.267,0.0,0.0,0.0
0.014,16.929,0.004,30.271,6.181,3.517,7.222,11.248,15.382,10.904,14.784,8.781,7.666,8.551,7.857,5.168,3.716,7.358,4.337,7.052,2.428,0.964,0.447,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.019,17.733,0.007,32.065,7.299,4.144,7.929,12.463,16.707,12.004,15.549,9.911,8.043,9.01,8.277,5.721,4.251,8.571,5.289,9.259,3.915,0.964,0.596,1.237,0.0,0.0,0.0,0.0,0.0,0.0,0.01,15.949,0.002,28.229,5.182,2.892,6.349,9.919,14.114,9.708,13.902,7.723,7.318,8.133,7.328,4.694,3.256,6.315,3.704,5.174,1.423,0.964,0.32,0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.019,17.709,0.007,32.017,7.275,4.128,7.908,12.428,16.682,11.977,15.529,9.891,8.036,9.002,8.264,5.712,4.243,8.553,5.273,9.221,3.891,0.964,0.594,1.232,0.0,0.0,0.0,0.0,0.0,0.0,0.006,15.312,0.001,26.845,4.455,2.498,5.788,9.093,13.071,8.84,13.297,6.835,7.025,7.785,6.994,4.261,2.837,5.365,3.273,3.602,0.725,0.963,0.203,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.017,17.977,0.006,32.392,7.164,4.179,8.168,12.734,16.461,12.07,15.691,9.655,7.955,8.901,8.438,5.518,4.053,8.126,4.911,8.633,3.326,0.964,0.541,1.123,0.0,0.0,0.0,0.0,0.0,0.0,0.164,86.674,0.03,181.796,48.944,46.187,40.196,96.504,111.246,99.296,135.544,69.446,75.638,62.085,70.216,61.982,39.137,63.43,36.641,75.515,52.231,1.607,3.13,0.928,0.0,0.0,0.0,0.0,0.0,0.0
0.006,16.761,0.56,17.899,2.789,9.472,3.147,11.635,5.556,5.6,6.263,4.615,3.805,3.614,4.659,3.728,4.387,2.334,5.451,1.394,1.204,3.803,3.855,3.331,1.506,3.246,0.066,2.193,0.989,0.017,0.008,18.186,0.706,20.049,3.587,10.857,3.735,13.958,5.979,6.554,7.329,5.708,4.75,3.982,5.106,4.427,4.867,2.987,6.066,1.739,1.259,4.109,4.094,3.628,1.513,3.88,0.066,2.338,1.318,0.023,0.004,14.988,0.377,15.248,2.054,7.568,2.359,8.899,4.961,4.687,5.069,3.514,2.803,3.28,4.008,2.893,3.761,1.683,4.558,0.969,1.123,3.388,3.511,2.9,1.499,2.65,0.066,2.069,0.707,0.012,0.008,18.141,0.7,19.984,3.564,10.803,3.714,13.878,5.963,6.528,7.297,5.673,4.721,3.975,5.089,4.402,4.851,2.969,6.042,1.725,1.257,4.097,4.084,3.617,1.513,3.866,0.066,2.335,1.313,0.022,0.003,13.904,0.291,13.546,1.654,6.564,1.919,7.404,4.638,4.124,4.352,2.937,2.246,3.006,3.651,2.434,3.388,1.262,4.067,0.767,1.079,3.174,3.32,2.662,1.492,2.212,0.066,1.972,0.45,0.008,0.007,18.79,0.825,20.77,3.737,11.901,4.109,15.123,6.286,6.658,7.632,6.083,5.02,3.914,5.44,4.815,5.107,3.108,6.524,2.004,1.3,4.348,4.268,3.85,1.511,3.829,0.066,2.304,1.197,0.02,0.069,38.079,3.542,44.036,16.992,34.008,19.43,67.923,17.304,48.812,22.338,35.412,21.146,11.146,14.987,24.899,13.184,19.816,18.938,7.406,2.153,10.519,7.061,7.422,1.93,13.389,0.068,5.101,3.463,0.059
0.016,12.652,0.037,20.004,2.776,6.475,4.756,8.99,8.39,9.185,7.535,4.714,4.985,2.72,8.698,6.282,3.419,6.089,2.978,3.942,1.609,4.76,0.511,3.382,0.0,0.703,0.0,0.0,0.0,0.0,0.023,13.35,0.057,21.785,3.307,7.675,5.468,10.208,9.34,10.274,9.037,6.183,5.692,2.888,10.065,7.524,4.066,6.845,3.417,4.618,1.862,5.749,0.515,4.372,0.0,0.936,0.0,0.0,0.0,0.0,0.01,11.685,0.023,17.668,2.101,5.301,4.019,7.698,7.399,7.871,6.136,3.326,4.305,2.476,7.187,5.209,2.912,5.247,2.583,3.125,1.391,3.824,0.507,2.421,0.0,0.502,0.0,0.0,0.0,0.0,0.023,13.322,0.057,21.725,3.289,7.648,5.453,10.178,9.319,10.242,9.004,6.143,5.674,2.882,10.023,7.499,4.056,6.823,3.41,4.598,1.859,5.731,0.515,4.351,0.0,0.933,0.0,0.0,0.0,0.0,0.006,11.176,0.015,16.275,1.716,4.451,3.458,6.781,6.65,7.01,5.128,2.498,3.857,2.342,6.282,4.469,2.518,4.705,2.239,2.594,1.192,3.055,0.504,1.691,0.0,0.319,0.0,0.0,0.0,0.0,0.022,13.885,0.051,22.669,3.603,7.633,5.439,10.274,9.319,10.586,8.927,6.399,5.717,3.013,10.514,7.317,3.848,7.048,3.288,4.82,1.769,5.563,0.513,4.283,0.0,0.85,0.0,0.0,0.0,0.0,0.204,93.02,1.26,188.297,26.717,92.102,56.706,93.909,65.142,96.025,108.385,92.266,67.567,18.015,102.406,99.642,49.583,79.536,55.361,26.687,34.895,52.961,8.315,64.603,0.0,19.672,0.0,0.0,0.0,0.0
0.005,11.942,0.349,14.575,6.567,3.544,3.206,6.103,3.895,4.637,6.855,4.656,4.822,3.483,3.76,5.569,0.909,2.99,1.776,3.708,5.215,1.914,2.317,0.72,1.185,4.068,1.578,3.04,0.0,0.0,0.007,12.22,0.407,18.525,11.569,3.873,7.472,7.05,5.303,5.462,7.913,5.457,6.289,3.6,4.073,7.314,1.105,4.043,1.897,4.325,5.504,2.019,2.514,0.811,1.22,4.073,1.578,3.04,0.0,0.0,0.004,11.58,0.268,13.268,5.895,3.125,2.863,5.319,3.376,3.742,5.825,3.916,3.877,3.403,3.469,5.256,0.699,3.04,1.599,2.888,4.796,1.761,2.032,0.588,1.135,4.061,1.578,3.04,0.0,0.0,0.007,12.189,0.403,15.788,7.607,3.86,3.802,6.801,4.362,5.422,7.882,5.403,5.677,3.553,4.057,5.947,1.055,3.078,1.892,4.301,5.493,2.015,2.506,0.807,1.218,4.072,1.578,3.04,0.0,0.0,0.002,11.39,0.224,13.009,5.643,2.915,3.038,4.837,3.298,3.112,5.152,3.343,3.535,3.37,3.234,5.388,0.595,3.284,1.502,2.477,4.565,1.677,1.875,0.515,1.107,4.057,1.578,3.04,0.0,0.0,0.006,12.39,0.447,16.36,7.321,4.118,3.751,6.936,4.602,5.53,7.971,5.346,6.168,3.607,4.011,6.065,1.168,3.017,1.988,4.815,5.72,2.098,2.66,0.879,1.246,4.076,1.578,3.04,0.0,0.0,0.061,42.282,3.373,82.163,55.222,26.943,20.011,37.161,34.636,42.112,44.423,27.091,41.691,13.932,36.772,25.007,17.344,14.383,8.782,39.007,26.675,12.436,9.489,5.832,4.538,16.604,6.311,12.161,0.0,0.0
0.013,15.704,0.01,24.424,8.444,4.914,6.976,8.655,8.453,8.983,5.762,7.704,6.136,5.049,5.672,4.528,8.051,6.765,6.44,4.064,3.528,3.235,2.44,3.177,4.173,2.692,0.288,2.262,0.446,0.0,0.018,20.643,0.023,28.206,10.647,9.39,10.477,10.413,9.796,9.847,8.663,9.208,10.117,6.006,6.683,5.558,9.225,12.195,7.81,5.2,4.017,4.465,3.18,4.864,5.015,3.301,0.288,2.262,0.446,0.0,0.01,14.347,0.009,20.907,6.538,4.363,6.555,8.058,7.354,8.156,4.852,6.351,5.705,4.195,4.783,3.596,6.94,6.236,5.462,3.231,3.172,2.196,1.82,3.081,3.505,2.155,0.288,2.262,0.446,0.0,0.018,17.292,0.013,28.028,10.606,6.328,7.913,9.415,9.757,9.83,6.845,9.095,6.959,5.99,6.662,5.442,9.203,8.011,7.624,5.18,3.992,4.433,3.156,3.501,4.767,3.291,0.288,2.262,0.446,0.0,0.006,13.447,0.01,18.62,4.878,4.647,6.645,7.771,6.503,7.478,4.361,5.515,5.679,3.446,4.161,2.892,6.018,6.321,4.64,2.611,2.899,1.403,1.331,3.308,3.099,1.678,0.288,2.262,0.446,0.0,0.016,17.056,0.011,28.132,9.949,5.621,7.39,9.228,9.439,9.688,6.697,9.276,6.626,5.714,6.523,5.383,8.983,7.421,7.232,4.785,3.837,4.214,2.971,3.379,4.878,3.1,0.288,2.262,0.446,0.0,0.155,89.67,0.038,281.466,112.373,43.933,53.103,93.762,97.425,52.335,88.414,101.743,47.777,53.412,64.439,46.218,75.479,66.238,44.157,41.065,14.786,51.12,18.258,20.887,28.281,20.726,0.578,9.004,1.768,0.0
