0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2729171941708017,10.707217280499242,0.0,0.0,0.0,0.7909982573276233,4.105803258656795,0.0,0.0,0.0,0.0,0.0,0.0,5.96442338180298,0.0,0.0,0.0,6.3846180430837265,0.0,0.0,0.0,0.0,0.0,18.23634719374705,12.531774320456677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4225677369217684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123554028092723,0.0,0.0,5.934220859239417,0.0,0.0,0.0,-0.5596254304190806,-1.0678695290510203,0.0,-4.607855964291455,0.0,0.0,0.0,0.0,5.065029084304879,1.9500096877444528,0.0,0.0,0.0,7.865335558775798,0.0,0.0,0.0,0.0,0.0,23.21515767728482,0.0,0.0,37.77550139789494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1439459230428679,0.0,0.0,9.507090473943377,0.0,0.0,0.0,0.0,1.791566702451236,2.40296560699068,0.0,0.0,0.0,0.0,0.0,0.0,5.827329065885613,0.0,0.0,0.0,4.330207782186949,0.0,-0.48683544078350627,0.0,0.0,0.0,23.395374189790466,10.678349619996549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.328279413962191,0.0,0.0,0.0,-0.9799456727135294,-2.0845251238376665,0.5484602619914074,0.0,0.0,5.01856480012456,0.0,0.0,2.301342356386999,2.5569692562261106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.048992084488116,47.86955660715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.059564653270011,11.95858268763241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.4984736061222768,0.0,0.0,0.0,0.0,9.512534139587919,0.0,0.0,0.0,-0.23934833501301744,-2.103103158506782,0.7998627447994062,0.0,0.0,0.0,0.0,0.0,2.418456002771479,2.4299357570673408,0.0,0.0,4.039118008314437,10.604822446706464,0.0,-1.6016429478510106,1.2897132464096748,0.0,10.87387276053672,35.428298931376894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50449418621004,0.0,0.0,0.0,-1.529869839656093,-1.3855109738645983,0.13559651107655246,0.0,0.0,5.167109418168186,0.0,0.0,6.8317913105092245,0.0,0.0,0.0,3.811972159234064,7.987501310301183,0.0,-1.2385769435647336,0.0,0.0,10.363120603192304,34.628175098891774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.814929740966413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.706249894098226,0.0,0.4335164731385872,0.0,0.0,5.33355040627362,-1.1120921464698534,0.0,0.0,-0.3447636465209858,3.4685072384330775,0.0,0.0,0.0,0.0,0.0,0.0,6.107089625208312,2.8096228713576643,0.0,0.0,0.0,4.139011033455235,1.4765050822822565,0.0,0.0,0.0,0.0,24.48211846642451,11.50068470231935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.386733017099118,0.0,-0.3298803070114573,0.0,0.0,16.365567036392836,0.0,0.0,0.0,-0.5067459669335908,3.2173337234413966,0.6325118326908921,0.0,0.0,0.0,0.0,0.0,5.284968645397452,2.209267477587714,0.0,0.0,0.0,0.0,0.0,0.0,1.1722021523383352,0.0,0.0,62.88644779882831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8490229747292113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5588774404352987,0.0,0.0,16.38589043435717,0.0,0.0,0.0,-0.08993382607657185,3.6448630439093925,1.5481211192006652,0.0,0.0,0.0,0.0,0.0,6.328804941444307,3.152181673440068,0.0,0.0,0.0,13.158122869215156,1.6510258750391187,0.0,0.0,0.0,0.0,12.77636613075379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.496791409392719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.904060589709837,0.0,2.568944792859663,0.0,0.0,6.566976692689626,-0.0426948049381175,0.0,0.0,0.0,-0.6173709904000089,0.0,-4.5930411919129455,0.0,0.0,0.0,0.0,5.796240450049524,0.0,0.0,0.0,0.0,7.862884778911564,2.0016023440477806,0.0,0.0,0.0,0.0,23.108697314066525,0.0,0.0,40.45529654834288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.344929856759658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
