mol.smiles,energy,full_id,mol_id,act_mol,act_conf,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,PM6_dipole,PM6_E,PM6_Eele,PM6_HF,PM6_HOMO,PM6_IP,PM6_LUMO,PM7_dipole,PM7_E,PM7_Eele,PM7_HF,PM7_HOMO,PM7_IP,PM7_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
S(=O)(=O)(N(C)C)c1ccc(Nc2nc(N)c(C(=O)c3c(F)cccc3F)cc2)cc1,-28.639999,MOL00000657_1,MOL00000657,1,0,,,,,,,,640.56238,0,0,640.56238,0,0,0,0,0,1.1913933,0,0,0,0,-8.5011911,20.24086,-64.286972,-51.365074,0.16113575,0,0,0,0,-14.447803,0,8.3517132,12.290902,14.110174,12.921898,0,0,1,0,0,0,0.030478511,,,,,,,,0.070320137,0.98797417,,,,,,,,,,,,,,,,,,,,,,12221.504,835.0777,11732.56,11875.37,11186.104,620.29156,415.10889,5.4312673,5.131937,1.0556135,0.89593852,347.75,383.2142,2.7176821,0.088000469,2.7043109,2.1625838,1.6321896,0.7550416,0.29506266,0.14163737,0.07744246,0.044422422,870.875,479,358.875,289.75,232.375,161.875,89.75,52.75,6.3639612,0.5,6.2249498,0.5,0.70710677,0.86602539,-2.5230355,-2.5189319,-2.4857099,-8.6623526,-8.3202868,-7.9586473,1.3684305,375.625,547.125,492.375,184.75,68.875,29.625,15.25,7.125,0.19191919,0.10224331,0.73289305,0.77128875,0.82219565,0.79327732,0.68685722,0.69533873,0.61049014,0.68426728,0.11076697,0.18436714,0.35834503,1.2827902,2.3198869,3.6334934,4.2764101,4.3886323,1.4181733,582.88013,826.625,1477.5,930.25,531.625,184.75,68.875,29.625,15.25,7.125,1101.875,383.125,39.25,0,0,0,0,0
OC(=O)CN(CC1CC1)C1CC(NC(=O)c2n[nH]c(C3CC3)c2)C1,79.779999,MOL00000818_1,MOL00000818,1,0,,,,,,,,577.80103,0,0,577.80103,0,0,0,0,0,1.0408171,0,0,0,0,139.59708,40.840721,36.4869,39.128571,0.027037838,0,0,0,0,-17.04875,0,5.3996696,13.186764,54.201073,2.6416712,0,0,1,0,0,0,0.04695924,,,,,,,,0.1382973,0.94690222,,,,,,,,,,,,,,,,,,,,,,6552.917,869.22211,5951.4414,6285.1699,5678.8101,548.49414,325.61255,4.6109729,4.3518848,1.3339546,0.943057,296.125,333.95657,2.8295822,0.059072845,2.7270839,1.9028615,1.4282023,0.78167808,0.43449804,0.20797175,0.082173057,0.044317473,625.375,364.625,288,248.25,210.5,118.375,60.75,34.875,0.5,0.70710677,0.5,0.5,0.5,1,-2.4171946,-2.3910384,-2.3261039,-9.8221073,-9.6623087,-9.0224829,1.3674488,431,552,439.25,193.375,86.5,37.75,15.125,7.125,0.30034721,0.15206446,1.0039067,1.064616,1.1347718,1.2113645,1.2640079,1.3938124,1.5180088,2.4344492,0.49373019,0.92131853,1.2326692,1.6284212,2.010505,2.6010981,3.2573714,2.9334965,1.3494339,526.60974,710.625,1266.5,781,456.75,193.375,86.5,37.75,15.125,7.125,835.5,229,17.5,0,0,0,0,0
Clc1ccc(C(=O)N[C@H](CC(C)C)C(=O)Nc2ccc(-n3nnnc3)cc2)cc1,59.099998,MOL00000779_1,MOL00000779,1,0,,,,,,,,667.71954,0,0,667.71954,0,0,0,0,0,1.1014776,0,0,0,0,59.200642,32.951889,-3.1765049,7.4295917,0.19325982,0,0,0,0,-15.718411,0,9.7473478,13.401254,8.8785524,10.606096,0,0,1,0,0,0,0.041654032,,,,,,,,0.34428942,0.71119142,,,,,,,,,,,,,,,,,,,,,,9612.0762,3220.0117,6651.5107,9352.6299,6268.27,3007.2915,336.5148,4.9536419,3.8989015,2.6039774,0.79573929,355.625,394.3103,4.7555423,0.099481069,2.7109408,2.081007,1.3464943,0.64611083,0.36990103,0.18033874,0.022006497,0.0093597965,1026.75,598.5,443.625,374.625,315.875,236.25,141.75,81.75,0.5,0.5,0.70710677,0.5,0.5,0.70710677,-3.1152186,-3.0665305,-3.0123053,-7.6179199,-7.6113353,-6.9952745,1.4075891,423.375,534.625,434.375,182.125,83.375,29.25,4.375,1.5,0.18794027,0.078078076,0.78361535,0.56137359,0.78238767,1.0487255,1.251668,1.3429067,0.4747341,0.90753245,1.2570418,2.4320006,3.0856881,3.5212235,3.9747717,3.8078921,3.3221736,3.990243,1.4053744,622.96564,875.5,1606.375,924.25,478.625,182.25,83.375,29.25,4.375,1.5,1183,389.625,44.25,0.125,0,0,0,0
S(=O)(=O)(N)c1ccc(Nc2nc(Nc3cc(C)ccc3)nc(N3CCOCC3)n2)cc1,-222.28999,MOL00000574_1,MOL00000574,1,0,,,,,,,,679.12024,0,0,679.12024,0,0,0,0,0,1.1437649,0,0,0,0,-59.652016,20.206051,-116.59872,-95.741241,0.19406639,0,0,0,0,-18.355526,0,6.3397703,12.120471,9.3493395,20.857471,0,0,1,0,0,0,0.0088213682,,,,,,,,0.2308681,0.78183603,,,,,,,,,,,,,,,,,,,,,,11151.214,2558.2097,8663.3906,11080.828,7225.5532,3794.4062,131.25443,5.162981,4.3096194,2.514703,0.40476868,365.75,403.09055,5.6642861,0.058184639,2.7218747,2.1539311,1.6851617,0.89024931,0.47330934,0.22464819,0.12031726,0.049414188,871.25,502.5,371.75,304.625,245.5,170.25,100,69.25,0.5,0.5,0.70710677,7.664855,7.5828753,0.5,-2.7512891,-2.7477925,-2.7136972,-8.7083807,-8.5820589,-8.4976082,1.4225395,453.5,627.5,563.5,256.75,113.5,50.875,23.25,9.5,0.30531272,0.16700862,1.4724581,1.5758042,1.9365907,2.516639,2.9404802,2.7367613,1.3819833,1.0609279,0.77223295,2.0185134,2.5544922,3.3800087,3.8043234,3.9493454,3.0290065,1.6089554,1.3827507,622.49109,860.75,1632.125,1059.625,640.25,256.75,113.5,50.875,23.25,9.5,1178.625,432.125,76.75,0,0,0,0,0
OCCCNc1ncnc(Nc2scc([C@H](N)COCc3ccccc3)n2)c1,-51.27,MOL00000628_1,MOL00000628,1,0,,,,,,,,660.29962,0,0,660.29962,0,0,0,0,0,1.0798135,0,0,0,0,22.877882,27.935417,-44.806492,-34.076679,0.16269131,0,0,0,0,-6.223269,0,10.221045,17.153194,18.635406,10.729814,0,0,1,0,0,0,0.037947331,,,,,,,,0.26942891,0.79644638,,,,,,,,,,,,,,,,,,,,,,9092.7852,2371.7397,7010.9907,8802.8408,6550.0854,392.58719,2150.1128,4.9155569,4.3660998,2.2025278,0.85051948,348.5,384.76776,5.0891671,0.039894007,2.754077,2.2094703,1.6506051,1.0066445,0.56096673,0.21916325,0.098167278,0.043066483,726.5,393.875,292.625,243.5,201.125,156.125,76.125,41.375,6.5383482,6.745369,0.5,0.86602539,0.5,1.2247449,-2.4242387,-2.3965557,-2.3906846,-8.2477798,-8.2160778,-8.0679932,1.4388596,579.875,760.5,614.875,288.75,121.875,43.375,17.25,7.375,0.41648868,0.17813142,1.9588938,1.5806934,1.9655205,2.4287009,2.8144457,2.6597345,1.6971643,2.4685459,0.91141635,1.9484987,2.3732176,2.7717679,3.138304,4.3926687,4.9749594,4.849699,1.3457587,610.15765,821.125,1665.125,1085.5,652,288.75,121.875,43.375,17.25,7.375,1085.25,325,37.125,0,0,0,0,0
OC(=O)[C@@H](N)CCCC(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@@H](C(C)C)C(O)=O,14.02,MOL00000616_1,MOL00000616,1,0,,,,,,,,593.3858,0,0,593.3858,0,0,0,0,0,1.1155285,0,0,0,0,84.830978,46.432713,9.3382845,15.841043,0.078227915,0,0,0,0,-14.636111,0,3.5188313,31.180784,18.960161,6.5027575,0,0,1,0,0,0,0.079464853,,,,,,,,0.37920263,0.72865194,,,,,,,,,,,,,,,,,,,,,,5932.6851,2134.5776,4101.6704,5629.1216,3481.7612,519.88788,1931.0358,4.0031147,3.1884181,2.2146859,0.89879948,331.875,381.0173,2.89446,0.042118538,2.7717915,2.3560641,1.740319,1.0926147,0.61403847,0.31658068,0.14294982,0.051470835,641.75,356.75,256.375,211.25,169,126.5,68.25,31.375,7.228416,7.1763501,0.5,6.7268119,0.5,6.9641943,-2.7599931,-2.5547709,-2.4895897,-7.4121094,-7.2843151,-7.214551,1.3358258,552,739.625,577.75,280.875,129.5,57.625,23.875,7.375,0.50511944,0.27278107,1.3430005,1.2706012,1.3225819,1.52082,1.844059,1.9009902,1.5992029,1.1315093,0.28373104,0.68663573,0.98311967,1.328306,1.7769431,2.4706903,3.0564146,3.4616663,1.435971,555.89563,798.25,1521.375,1023.5,613.125,280.875,129.5,57.625,23.875,7.375,969.375,283.875,35.375,0,0,0,0,0
OC(=O)c1ccc(N/C(/c2ccccc2)=C/2\C(=O)Nc3cc(C(=O)N(C)CC)ccc\23)cc1,61.029999,MOL00000579_1,MOL00000579,1,0,,,,,,,,685.81445,0,0,685.81445,0,0,0,0,0,1.0647229,0,0,0,0,64.122551,44.686474,-18.604532,-4.040175,0.226345,0,0,0,0,-24.641951,0,13.003994,18.680693,10.245917,14.564358,0,0,1,0,0,0,0.019714594,,,,,,,,0.12315859,0.91080773,,,,,,,,,,,,,,,,,,,,,,10888.322,1318.5966,9751.5557,10706.492,9500.335,1101.4868,286.50122,5.1019359,4.697103,1.6396565,0.65951401,392.875,419.814,5.167335,0.085709058,2.6887059,2.0236104,1.4142584,0.64839911,0.3484945,0.15414408,0.053698402,0.013923637,932.5,566.625,434.625,361.875,303.75,227.375,151.75,106.375,0.5,0.5,0.70710677,0.5,0.5,0.70710677,-2.5226145,-2.5181231,-2.5160573,-7.0463128,-6.825016,-6.6233931,1.3728237,482.75,593.25,449.125,182.25,78.875,29.25,10.25,2.125,0.18147829,0.080829017,1.0473073,1.0727757,1.4065473,1.7450498,1.912352,1.485252,0.64297622,0.26917964,1.0097415,2.061985,2.7498741,3.397985,3.7801108,4.5290179,5.6859426,8.2296305,1.459314,623.15234,909.375,1552.875,929.375,492.125,182.25,78.875,29.25,10.25,2.125,1070.125,336.125,43,0,0,0,0,0
OC(=O)[C@H](CCCC)CCCCCNC(=O)c1[nH]c2ccc(C(N)=N)cc2c1,-86.589996,MOL00000639_1,MOL00000639,1,0,,,,,,,,635.13763,0,0,635.13763,0,0,0,0,0,1.0218889,0,0,0,0,42.201138,45.101547,-23.828463,-16.412973,0.12503947,0,0,0,0,-0.025479708,0,4.8051696,14.456556,8.5823526,7.4154902,0,0,1,0,0,0,0.052789669,,,,,,,,0.13489841,0.96886069,,,,,,,,,,,,,,,,,,,,,,8692.0742,1114.7161,8006.0586,8263.374,7351.7168,823.0069,517.35028,4.9394732,4.6461124,1.3934457,1.0674909,348.625,389.50778,4.3116398,0.060899694,2.6322737,2.0076408,1.3948072,0.73941928,0.40476602,0.19949611,0.086320899,0.042296406,732.25,431.5,332.125,284.375,233.625,144.75,76.625,42.625,0.70710677,0.86602539,1.118034,0.70710677,0.70710677,1.2247449,-2.764657,-2.653033,-2.5979648,-9.0048857,-8.7353506,-8.5648966,1.3713706,456.75,604.25,465.875,198.375,92.375,40,16.625,7.875,0.27813324,0.14065935,0.68006235,0.83841652,1.4723048,1.9934076,2.3070436,0.69614774,1.2083495,2.2993877,1.8102726,2.8663723,3.1771989,2.9612079,2.8557625,2.9262655,3.3381286,3.4000287,1.4123455,581.83356,821.75,1401.125,873,482.625,198.375,92.375,40,16.625,7.875,944.375,268.75,16.75,0,0,0,0,0
O=C(N)COc1ccc2Nc3c(C(=O)N)c(-c4ccc(Oc5ccccc5)cc4)nn3CCc2c1,61.07,MOL00000612_1,MOL00000612,1,0,,,,,,,,726.04175,0,0,726.04175,0,0,0,0,0,1.1009978,0,0,0,0,91.509659,48.953976,5.6947112,20.012344,0.37988746,0,0,0,0,-19.188101,0,8.5633545,11.808017,13.600101,14.317633,0,0,1,0,0,0,0.0074263583,,,,,,,,0.067566872,0.94590813,,,,,,,,,,,,,,,,,,,,,,16545.65,1110.4561,15545.924,16434.92,15143.094,1174.7058,227.84984,6.0886388,5.8432093,1.4687172,0.50354624,405.375,431.30835,6.121253,0.063135348,2.769969,2.2719882,1.5309641,0.77310157,0.40997627,0.22121052,0.10503602,0.042817548,1058.75,619.75,451.5,371.625,319.125,262.875,163.75,96.125,0.5,0.70710677,0.5,15.842979,11.895377,4.7434163,-2.720782,-2.71733,-2.691802,-7.4668527,-7.4446297,-7.3042102,1.421865,524.875,661.125,542.875,236.5,104,49.875,21.125,7.5,0.2303433,0.13420787,1.4436473,1.1873771,1.5726156,1.9974357,2.2635918,2.128571,0.41201618,0.44300228,1.0660315,2.4170923,2.9993434,3.825779,4.5671186,4.788847,5.3384056,5.4507079,1.4248129,659.9989,940.375,1795.625,1092.75,589.625,236.5,104,49.875,21.125,7.5,1270.75,431.625,46.75,0,0,0,0,0
FC1(F)Oc2cc3sc(NC(=O)C(=O)N[C@H]4C[C@@H](C)NCC4)nc3cc2O1,-13.33,MOL00000863_1,MOL00000863,1,0,,,,,,,,594.18683,0,0,594.18683,0,0,0,0,0,1.2822205,0,0,0,0,62.585987,37.747894,-7.2919655,0.80924088,0.0023587404,0,0,0,0,-4.4552374,0,11.031161,20.434017,12.995336,8.1012058,0,0,1,0,0,0,0.019613784,,,,,,,,0.059286263,0.97767544,,,,,,,,,,,,,,,,,,,,,,11012.352,641.0343,10571.142,10812.526,10280.185,450.77087,281.39618,5.3673444,5.2615528,0.97686094,0.73687637,298.125,333.39078,2.108885,0.046689149,2.8077142,2.4031391,1.9581535,0.97800356,0.48948643,0.23250407,0.11566849,0.067634068,650.125,383.75,280.75,208.625,167,113,80.875,61.25,0.5,0.5,1,0.5,7.7781744,7.7620873,-2.4920561,-2.4673097,-2.4533474,-8.8691978,-8.7648134,-8.6405888,1.3771062,453.25,677.625,575.625,236.25,98.375,43.25,19.75,9.875,0.35040072,0.20730977,0.61906207,0.63344562,1.0670338,1.6118464,1.7099833,0.83741456,1.0912637,1.0941484,0.5582673,0.35018256,0.5032863,1.5612277,2.6570163,3.0301437,2.0212276,1.7689478,1.3447461,534.11566,718.25,1435.75,1011,614.125,236.25,98.375,43.25,19.75,9.875,982.5,333.375,38.5,0,0,0,0,0
BrC=1C=C(NS(=O)(=O)c2cc(F)c(C(O)=O)cc2)C(=O)NC=1,-16.450001,MOL00000971_1,MOL00000971,1,0,,,,,,,,505.2258,0,0,505.2258,0,0,0,0,0,1.4936023,0,0,0,0,42.318527,19.117476,-10.119309,-1.3858727,0.17535077,0,0,0,0,-19.494438,0,9.2543116,22.575293,15.15726,8.7334366,0,0,1,0,0,0,0.033908658,,,,,,,,0.19542746,0.85531336,,,,,,,,,,,,,,,,,,,,,,6602.0967,1258.3073,5507.1431,6438.7432,4977.8618,603.57318,1020.662,4.1512585,3.6231868,1.3920118,0.66718465,256.5,290.46033,3.5672934,0.058712658,2.8914454,2.5240049,1.9723201,1.118937,0.52103335,0.25717118,0.11901607,0.035426341,662.25,363.375,251.75,200.375,165.375,136.625,86,46.75,0.5,10.012492,9.9498739,0.5,15.049917,15.190457,-2.3100712,-2.2801352,-2.2567763,-7.1213236,-7.1135364,-7.0661445,1.2994406,423.125,577.375,500.875,226.5,91.75,39.875,15.5,4.875,0.36444885,0.19900188,1.0619503,1.0073302,1.045078,1.3323882,1.7156625,2.035465,1.1586902,0.72563404,0.9404856,1.6902405,2.0295315,2.1709056,2.5395501,2.8896027,3.1079752,3.1222706,1.369934,465.71585,638,1356.375,911.375,547,226.5,91.75,39.875,15.5,4.875,933.25,334,46.125,0,0,0,0,0
S(=O)(=O)(C)c1cc(C(F)(F)F)c(NC[C@@H]2C(=O)NCCC2)cc1,44,MOL00001040_1,MOL00001040,1,0,,,,,,,,515.19189,0,0,515.19189,0,0,0,0,0,1.2628138,0,0,0,0,13.44453,6.3355365,-24.384275,-14.143758,0.67276287,0,0,0,0,-22.133274,0,4.6120291,12.302102,15.967959,10.240519,0,0,1,0,0,0,0.036456186,,,,,,,,0.20284197,0.85781741,,,,,,,,,,,,,,,,,,,,,,5539.4028,1090.5474,4611.918,5376.3398,3328.8118,1040.1375,1170.4535,4.0772061,3.6223958,1.572161,0.69164222,263.875,298.90125,2.6716549,0.09038686,2.7426772,2.2401416,1.7588698,0.85392505,0.30422848,0.093672901,0.034498591,0.010747017,635.875,338.625,246.5,190.5,153.125,98,51.5,28.375,6.5383482,6.5954528,0.5,0.70710677,0.70710677,1.2247449,-2.3906872,-2.3889725,-2.3779826,-7.0187035,-6.875802,-6.5993648,1.3317109,333.25,506.125,430.375,160.625,46.75,14.5,4.75,1.375,0.18965517,0.076115489,0.59102619,0.68638659,0.79986501,1.1605101,1.3223172,1.7178344,1.8357775,1.7760278,0.68130648,0.50980711,0.41103631,0.98850143,3.2349324,6.8483315,8.1204844,8.0572662,1.3439445,482.4418,648.375,1197.125,786,458.875,160.625,46.75,14.5,4.75,1.375,863.875,279.875,28.5,0,0,0,0,0
S(=O)(=O)(N(C)CCCNC(=O)[C@H]1C(=O)N[C@@H](C(F)(F)F)CC1)C,-43.939999,MOL00001102_1,MOL00001102,1,0,,,,,,,,521.97424,0,0,521.97424,0,0,0,0,0,1.2710407,0,0,0,0,-17.259644,4.3659902,-55.418041,-50.947495,0.1130235,0,0,0,0,-26.449938,0,2.8322184,19.238371,26.376619,4.4705443,0,0,1,0,0,0,0.067409471,,,,,,,,0.13086464,0.98304778,,,,,,,,,,,,,,,,,,,,,,5853.9419,724.7926,5444.6011,5538.4907,4806.3799,474.70932,572.85272,4.1542301,3.7443159,1.1077601,0.97214925,266.875,311.23538,4.8738461,0.063878059,2.6859949,2.2392929,1.6678568,0.86530375,0.36076894,0.17815194,0.080246434,0.027465815,547.625,290.375,206.75,168.125,132.375,86.875,39.375,16.125,6,1.2247449,5.6124859,0.70710677,0.70710677,0.70710677,-2.122658,-2.0910308,-2.0718684,-7.2081599,-7.1498113,-7.0756521,1.3246578,314.125,520,426.375,177.625,66,29.5,11.125,3.25,0.31922612,0.17546469,2.2155771,2.1615934,2.7477107,3.198385,3.5108795,2.8875122,1.8231149,1.3448882,0.38092396,1.27117,1.6188492,1.9133803,2.4389341,3.3251212,4.062151,4.2445421,1.3523148,480.74976,650.125,1125.125,755.25,446.75,177.75,66,29.5,11.125,3.25,811,235.25,20.375,0.125,0,0,0,0
Fc1c(NC(=O)C(=O)NC[C@]2(O)[C@@H](C)CCC2)ccc(C(O)=O)c1,59.560001,MOL00000923_1,MOL00000923,1,0,,,,,,,,539.1333,0,0,539.1333,0,0,0,0,0,1.1596112,0,0,0,0,85.399689,18.540401,28.295944,39.661446,0.0025300442,0,0,0,0,-3.587908,0,9.1855326,21.911318,18.009783,11.365501,0,0,1,0,0,0,0.02894257,,,,,,,,0.081871912,0.96991175,,,,,,,,,,,,,,,,,,,,,,6875.7681,548.72479,6500.5767,6702.2354,6319.8706,346.39377,209.50391,4.6413116,4.478272,1.01264,0.76186669,275.25,311.49289,2.8403926,0.048367217,2.8084943,2.216922,1.7230587,0.95094371,0.52982277,0.25234833,0.12664902,0.052796561,588.625,338.5,248.875,207.875,173.125,116.375,74.625,49.875,0.70710677,1.4142135,0.70710677,0.5,0.5,0.70710677,-2.3274362,-2.2986586,-2.2691839,-8.3323364,-8.1959734,-8.1433992,1.3410479,427.125,596.25,484,214.75,98.125,39.875,18.25,6.5,0.39427423,0.19182201,0.86660004,0.76386636,1.3421823,1.7821451,2.0016208,0.8226065,1.6961714,2.5940497,1.2741498,2.1726351,2.2014217,1.8987263,1.5003189,1.7841866,1.4843789,1.6092441,1.3420924,491.30371,659.375,1261.375,833.875,501.25,214.75,98.125,39.875,18.25,6.5,834.25,237.625,17.25,0,0,0,0,0
S(=O)(=O)(N)c1sc(C(=O)N[C@@H](CO)C[C@@H](O)C(C)(C)C)cc1,-50.23,MOL00000957_1,MOL00000957,1,0,,,,,,,,543.2356,0,0,543.2356,0,0,0,0,0,1.1915934,0,0,0,0,48.016563,22.14448,0.59891832,6.9705386,0.020543428,0,0,0,0,-16.59557,0,6.5551815,18.540071,12.325818,6.3716202,0,0,1,0,0,0,0.031708919,,,,,,,,0.16251041,0.88764757,,,,,,,,,,,,,,,,,,,,,,5818.4336,922.42261,5038.3613,5676.083,4390.8374,837.64948,589.94666,4.2099619,3.8194506,1.5804006,0.68012953,275.5,318.55664,5.1207457,0.032134682,2.8087285,2.174509,1.7684994,1.205534,0.69599658,0.28475592,0.11397132,0.027997075,518.375,278.5,210.25,170.5,135.625,72,40.875,23.625,0.5,0.5,1,0.86602539,6.5,7.0356236,-2.3578329,-2.3405499,-2.3057518,-7.7738361,-7.3898954,-7.2714348,1.3436214,438.125,611.625,543.375,279.125,122.875,46.125,16.625,4.25,0.5844233,0.27052787,1.3985686,2.0104415,2.7085192,3.6182826,4.2214489,3.2769399,2.0572255,1.8697207,1.0383644,2.0828128,2.4115644,2.3859372,2.4615445,2.464694,2.1451116,1.3759047,1.3469296,497.70605,670.375,1308.875,901,580.625,279.125,122.875,46.125,16.625,4.25,870.75,289.375,37.25,0,0,0,0,0
O=C(Nc1c(C)c(-n2nnnc2)ccc1)C(=O)NC1(c2ccc(C)cc2)CCC1,91.129997,MOL00000832_1,MOL00000832,1,0,,,,,,,,641.23126,0,0,641.23126,0,0,0,0,0,1.05484,0,0,0,0,104.30418,38.082439,19.654001,33.492905,0.16257101,0,0,0,0,-8.1623201,0,17.797232,23.788984,14.769038,13.838904,0,0,1,0,0,0,0.057808153,,,,,,,,0.1684262,0.93436038,,,,,,,,,,,,,,,,,,,,,,8813.1455,1411.8073,7832.1348,8382.3486,7400.7261,976.78174,435.63779,4.8919468,4.4945426,1.6483392,1.0806376,349.125,384.17773,4.1216097,0.091699965,2.6905982,1.9324206,1.2680531,0.63777936,0.37321919,0.19189812,0.05899144,0.028847432,910.25,536.875,408.625,347.25,293.25,209.875,120,73.25,0.70710677,0.86602539,0.5,0.5,1.2247449,0.86602539,-2.8967445,-2.881211,-2.7451007,-8.5707712,-8.2641535,-8.1889591,1.369843,388.625,479.75,382.375,174.5,80.125,32.875,10.625,4.75,0.19608442,0.094672427,0.60051727,0.57605898,0.84990883,1.253929,1.4701856,0.99841607,1.1078166,1.9031262,1.538036,2.8437767,3.2019603,3.4119906,3.3272061,2.4399309,2.2288225,2.9437087,1.4127005,580.18311,819.625,1418.375,799.875,426.25,174.5,80.125,32.875,10.625,4.75,1029.75,320.125,43.875,0,0,0,0,0
S(=O)(=O)(N1CCN(C)CC1)c1cnc(NCc2nc(CC)[nH]n2)cc1,14.07,MOL00001035_1,MOL00001035,1,0,,,,,,,,593.59735,0,0,593.59735,0,0,0,0,0,1.1180989,0,0,0,0,63.271152,33.936409,-2.6045847,3.830457,0.17511168,0,0,0,0,-11.430447,0,8.6833582,18.740728,16.645817,6.4350414,0,0,1,0,0,0,0.03830681,,,,,,,,0.11809134,0.95354944,,,,,,,,,,,,,,,,,,,,,,7874.4697,897.74896,7249.0332,7602.1577,6938.7837,633.91156,301.77475,4.796464,4.6090426,1.3133602,0.90208757,306.125,344.09317,2.4743636,0.063276783,2.7262249,2.0388191,1.5704882,0.83755445,0.42726111,0.20351112,0.088228703,0.042994216,730.625,417.625,321.875,269.375,218.5,130.625,71.625,38.5,0.5,0.70710677,0.5,0.5,0.70710677,1.118034,-2.5685346,-2.519556,-2.4636292,-8.8031101,-8.3835716,-8.3309317,1.3623881,391.625,524.25,477.75,209.25,88.75,38.25,16.125,6.625,0.27572817,0.14199536,0.3761217,0.21972686,0.51718754,0.83871639,1.0157624,0.66414422,1.3118527,2.3116868,0.94324058,1.3692236,1.4345179,1.8637304,2.6929176,3.2308245,3.622613,4.211844,1.3710002,537.56372,737,1367.5,881,518.875,209.25,88.75,38.25,16.125,6.625,975.875,356.75,41.125,0,0,0,0,0
S(=O)(=O)(C)c1ccc(NC(=O)C(=O)N[C@H](CO)Cc2c(C)cccc2)cc1,106.93,MOL00001100_1,MOL00001100,1,0,,,,,,,,628.06165,0,0,628.06165,0,0,0,0,0,1.1147454,0,0,0,0,72.731628,15.835497,26.485113,36.402813,0.028873652,0,0,0,0,-15.449639,0,9.5085869,15.214754,10.955857,9.9177008,0,0,1,0,0,0,0.017171448,,,,,,,,0.072180614,0.95639849,,,,,,,,,,,,,,,,,,,,,,10773.594,766.68896,10158.686,10621.812,9994.9551,604.05872,174.57993,5.4086499,5.0864391,1.2934743,0.66652632,330.375,373.95587,2.1882858,0.089599431,2.6862864,2.0599935,1.5226368,0.69727445,0.30119199,0.11462139,0.071798325,0.041261785,873,474.875,354.875,285.25,237,170.125,85.875,52.375,0.70710677,0.5,0.5,1.118034,0.5,0.70710677,-2.3167465,-2.305413,-2.3005071,-8.5649853,-8.5430727,-8.5314608,1.3835592,347,505,446.75,167.875,63,24.875,13.625,6.25,0.17752729,0.08720421,0.7812621,0.82776541,1.1361369,1.7840068,2.3077862,2.9577231,1.3914214,0.78782588,0.36137381,1.5883831,1.9595715,1.5361073,1.4333471,1.1119505,1.086434,1.0562649,1.3833833,573.23236,793,1395.625,835.125,474,167.875,63,24.875,13.625,6.25,1048.625,330.125,27.25,0,0,0,0,0
