0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
3.693449917751159,1.7359999684841803,1.083051442760254,7.035052403953552,3.676926097516638,-1.966764451878082,7.038935166126326,3.645873678309426,1.751774791884565,5.073640672951282,1.5819476679562432,-0.6046157445460885,5.073640672951282,1.5819476679562432,-0.6046157445460885
3.596472480191366,1.24917720394835,-0.6451278573117046,6.168754813705424,3.1966729644775453,-1.9590169929732812,5.608171620791958,3.0444235554554746,-1.0817088861143198,4.503170043005555,1.6312009541637607,-1.488849577162233,4.503170043005555,1.6312009541637607,-1.488849577162233
5.653259675137701,6.134083317053813,8.525590333204732,26.33901774577329,7.021984904208646,-5.764237554421042,26.271578474395632,7.024908213960477,-5.663645959743718,28.88148157459843,5.367755241181064,7.1845833021369865,28.88478593824222,5.3499453805641775,7.1872297522314526
4.047613754905639,1.8683512735779926,0.7466639711836374,7.264433213632988,3.8258390309079577,-1.5334092765243255,7.12725708393276,4.034502392790328,1.625326131618693,5.429013734605252,1.5111266041242641,-0.9246816293992349,5.429013734605252,1.5111266041242641,-0.9246816293992349
6.570561658145639,7.224461156868533,9.301591540896288,26.67843504417414,8.269350586235275,-3.3531271961788827,25.646597211368466,8.342310678409724,4.844164271994757,29.081923230724954,6.7672627196111765,8.01349295733604,29.068707001472085,6.823809550140359,7.973207339652781
6.833444456402583,7.448232589621665,9.439666195128106,27.119237795620478,7.939612107257184,5.72717469970303,26.828043119618126,7.955006241534058,6.2081966108574465,29.26511838226218,6.693621569474937,8.266637699395964,29.274804578795447,6.651130769763682,8.267024549685082
4.190240193336587,1.8414435627950083,-1.0355414715848967,7.778594575727565,4.153299674789687,-2.1052278716054778,7.3785940374400445,3.851190152600873,0.983858747617615,5.74125533270992,1.4794815307316105,-0.843226596747549,5.74125533270992,1.4794815307316105,-0.843226596747549
4.642805214897049,1.848159067495591,-1.553959914119996,7.898813531462068,4.187882615717755,-1.9789861900393821,7.981199508464246,3.66986123321456,-1.807683761206696,5.958173515793855,1.7919462908618542,-0.9527399977807033,5.958173515793855,1.7919462908618542,-0.9527399977807033
4.601862106914,1.8733512658908649,-0.9963610187579635,8.295112723284321,4.405839770980831,-2.5177633844550438,7.631425683031055,3.9970514787924314,-2.075469409428274,6.222415238196846,1.3607215955854226,0.9760785270911643,6.222415238196846,1.3607215955854226,0.9760785270911643
4.45940766148801,2.0210221045806382,-0.48088146394879266,8.386028571143635,4.2035240763481125,-3.185153374420969,7.609639826556153,4.122479166503489,2.5940432070097748,6.109085119978742,1.6297198347812276,1.119770544680636,6.109085119978742,1.6297198347812276,1.119770544680636
4.494449667962967,1.8162591141710165,-0.21393066752310413,8.211223531511392,4.134037610491788,-2.337108473278839,8.319353311827086,3.8789233796622793,-2.1908918083798374,6.033062783715573,1.534576293588611,-0.809865541058794,6.033062783715573,1.534576293588611,-0.809865541058794
5.157182238359934,2.166449219062211,1.1315932683840708,9.348732949402933,5.076598625311783,-2.2671431142652767,9.029773794658386,4.562957689545977,-1.7031322685274453,6.7712917915170845,2.4310071901165933,-1.7776787016878208,6.7712917915170845,2.4310071901165933,-1.7776787016878208
4.853464529440719,1.695611851158488,1.1725110087704664,8.602057195479965,4.3668257504404275,-3.16329915142067,8.396943395905714,4.2715952697368405,-2.4243393823289168,6.4635871367126425,1.1452481061427984,0.9663940045118862,6.4635871367126425,1.1452481061427984,0.9663940045118862
5.141108059134758,6.7896677729161,9.356028487388288,25.65994180477093,7.919788883366551,-4.965049193301772,25.53585059374322,7.916942056681683,-4.627723916409181,28.646184406165723,6.2516375230804,7.631017989789006,28.65493404773607,6.211409459368692,7.643349495638689
3.227335003791628,1.1928446678891194,-0.6091962081288805,5.485290851391297,3.002174349548984,-1.696576246497502,5.307133681134447,2.6349712100495,-1.2791715452173171,4.150153971085137,1.196041753015199,-1.0227450756727496,4.150153971085137,1.196041753015199,-1.0227450756727496
4.281352744561344,1.8425976799279384,-1.2626654896251048,7.3066522199351684,4.046781830585808,-1.969724745380202,6.789209270234332,3.9419882855748214,1.7842138179246774,5.577189612713549,1.621640877561961,0.7455992074600754,5.577189612713549,1.621640877561961,0.7455992074600754
4.02699140022673,1.6501317459040579,-0.9430116030161446,6.93000724070762,3.856063178220649,-2.1881762288709483,6.4269960426393,3.3669764625553906,1.879954470676737,5.3231729863070205,1.261776978225073,0.8509937416089369,5.3231729863070205,1.261776978225073,0.8509937416089369
