mol_id,act_mol,act_conf,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,PM6_dipole,PM6_E,PM6_Eele,PM6_HF,PM6_HOMO,PM6_IP,PM6_LUMO,PM7_dipole,PM7_E,PM7_Eele,PM7_HF,PM7_HOMO,PM7_IP,PM7_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
MOL00008024,1,1,,,,,,,,617.55029,0,0,617.55029,0,0,0,0,0,1.1056311,0,0,0,0,11.226772,40.536194,-48.061638,-44.716103,0.007011449,0,0,0,0,-15.835489,0,4.2085381,9.0986538,11.191132,3.3455346,0,0,1,0,0,0,0.036808956,,,,,,,,0.14391156,0.90752023,,,,,,,,,,,,,,,,,,,,,,9062.708,1271.5298,8018.3906,8835.4951,7176.4155,892.2699,994.02222,5.1052089,4.4889894,1.6002074,0.86124229,314.5,359.49213,3.948972,0.11764879,2.6718559,2.018302,1.1962887,0.54992193,0.2447906,0.098977178,0.012631389,0,901,482.125,360.875,307,257.5,185.875,88.5,31.25,6.1237245,5.91608,0.70710677,0.5,0.70710677,0.5,-2.2274497,-2.2073824,-2.1611884,-5.9001737,-5.5713773,-5.5303783,1.3902767,329.125,429.75,356,129.25,46.25,14.875,1.75,0,0.12816072,0.048452768,0.7400257,0.74382174,0.64792979,0.74541372,1.0733548,2.6499095,2.9695456,3.2786224,0.63748878,1.1334056,1.6000901,2.2834535,3.5585911,3.6894124,1.7621076,0,1.3630372,564.63977,769.625,1345,742.5,376.75,129.25,46.25,14.875,1.75,0,1015.875,312.75,20.75,0,0,0,0,0
MOL00007901,1,1,,,,,,,,593.78723,0,0,593.78723,0,0,0,0,0,1.0977385,0,0,0,0,140.76373,70.728287,36.855572,43.435505,0.0028149995,0,0,0,0,-9.9887371,0,10.850495,12.420918,15.746634,6.5799356,0,0,1,0,0,0,0.039323729,,,,,,,,0.090694286,0.98232186,,,,,,,,,,,,,,,,,,,,,,8852.1172,774.55872,8389.3486,8540.3262,7994.2734,321.55664,536.2868,5.0170078,4.7978315,1.057888,0.95142013,320.375,353.44241,3.5484562,0.080499448,2.7521501,2.0645967,1.3985412,0.69992119,0.35613781,0.15525986,0.0477525,0.028809918,746.75,439.125,335.5,282.375,228.875,147.75,81,46.75,0.70710677,0.70710677,1.4142135,0.70710677,0.70710677,1.2247449,-2.5016038,-2.4856565,-2.4694176,-8.9287033,-8.8013372,-8.5426741,1.3457031,411.625,539.375,409.75,168.5,69.5,25.5,8.875,4.625,0.2071535,0.090305448,1.1203617,1.2633933,1.3253582,1.4205865,1.6371982,1.310581,1.9985108,2.2293293,0.56190282,1.1356403,1.5297027,2.1216171,2.4670973,2.5664215,3.6154964,3.7827029,1.395414,536.6687,748.875,1335.25,801.25,438.375,168.5,69.5,25.5,8.875,4.625,923.625,261.875,28.625,0,0,0,0,0
MOL00008136,1,1,,,,,,,,697.24402,0,0,697.24402,0,0,0,0,0,1.08035,0,0,0,0,76.426094,49.821598,-4.150444,6.1501837,0.25417531,0,0,0,0,-14.928217,0,7.9237642,12.988173,12.276377,10.300628,0,0,1,0,0,0,0.034632728,,,,,,,,0.16087086,0.89447552,,,,,,,,,,,,,,,,,,,,,,10530.412,1648.4196,9165.5557,10246.85,8804.5908,468.09467,1257.7263,5.1033993,4.6123524,1.7462411,0.85835284,374.25,418.81107,4.2114234,0.10751101,2.5712481,1.6780438,1.0830262,0.54970872,0.28178957,0.1278059,0.023421088,0.00027369743,967.625,550.875,429,376.125,321.75,220.875,106.375,60.125,0.5,1.118034,0.70710677,0.86602539,0.5,0.70710677,-2.757971,-2.446182,-2.4453552,-6.1597934,-6.0228438,-5.9715905,1.423089,363.875,429.125,364.375,154.125,62.75,22.75,4.375,0.25,0.14627039,0.06048521,1.0002006,0.69605947,0.82479572,1.0201951,1.1673692,1.4501735,0.45030993,1.0499964,0.70246929,1.8739698,2.24085,2.7955816,3.4052398,3.9147155,3.9296265,5.4324255,1.4005728,639.38129,895.5,1416.625,751.875,402,154.125,62.75,22.75,4.375,0.25,1052.75,322.75,37.625,0,0,0,0,0
MOL00008128,1,1,,,,,,,,678.27362,0,0,678.27362,0,0,0,0,0,1.2108104,0,0,0,0,59.909618,22.222206,-13.758981,-2.2610881,0.25772217,0,0,0,0,-6.8216577,0,6.5470171,10.435896,33.143761,11.497893,0,0,1,0,0,0,0.070715882,,,,,,,,0.12110014,0.97003949,,,,,,,,,,,,,,,,,,,,,,12784.7,1480.7515,11861.153,12227.495,10659.061,1364.949,760.69043,5.2369308,4.2719321,1.3789647,1.1360117,385,416.93805,2.4265285,0.044317164,2.6398063,1.9635855,1.2922034,0.81589216,0.53481156,0.3149243,0.15059286,0.042272281,783.875,458.625,344.125,298.75,259.625,172.625,100.375,47.5,0.5,0.5,0.70710677,0.70710677,0.5,0.5,-2.3280454,-2.3237734,-2.3231843,-9.23067,-8.8602858,-8.4631567,1.3901843,458.375,600.875,516.5,264,134.5,64.5,27.125,7.625,0.39084634,0.21589959,0.74888527,0.77362353,1.1318911,1.1974519,1.0984521,1.4349418,0.7844941,1.3942318,0.27227628,0.70765853,1.0715016,1.3280312,1.6654999,1.6759682,2.063324,2.065414,1.4233756,615.61401,876.25,1488.25,919.875,540.75,264,134.5,64.5,27.125,7.625,1029.875,319,24.25,0,0,0,0,0
MOL00007805,1,1,,,,,,,,744.17615,0,0,744.17615,0,0,0,0,0,1.1806701,0,0,0,0,37.834209,46.73011,-41.400185,-33.245567,0.081759349,0,0,0,0,-15.710199,0,4.905097,7.733634,19.36281,8.1546164,0,0,1,0,0,0,0.016726673,,,,,,,,0.070777029,0.95965815,,,,,,,,,,,,,,,,,,,,,,19774.318,1378.5887,18692.137,19477.912,18273.324,912.36896,588.62512,6.4778666,6.0616112,1.4157919,0.78395814,399.125,440.43915,3.7367499,0.057545498,2.652061,1.9174441,1.1733829,0.64024973,0.40365279,0.19954188,0.093526609,0.033334013,1033.125,582.75,444.625,380.875,327.75,255.75,131.625,75.25,0.5,6.5,6.6332498,0.5,0.5,1,-2.3129091,-2.3069389,-2.2996511,-8.5780678,-8.5118685,-8.118578,1.4502847,414.75,554,458.375,208.25,102.375,44.75,19.75,6.875,0.23025021,0.11749262,1.4665647,1.5315185,1.3116547,1.1577767,1.3437836,2.4515676,3.9167497,4.9683962,0.2072873,0.7339102,1.5653367,2.3053834,2.4386785,2.3585527,2.188488,1.873401,1.4004731,676.6463,947.625,1616.125,909.75,481,208.25,102.375,44.75,19.75,6.875,1201.375,355.75,22.625,0,0,0,0,0
MOL00008068,1,1,,,,,,,,719.02148,0,0,719.02148,0,0,0,0,0,1.1073067,0,0,0,0,12.14263,45.246235,-82.903641,-66.112297,0.057162028,0,0,0,0,-19.132454,0,8.5423927,16.456665,24.409136,16.791344,0,0,1,0,0,0,0.020270078,,,,,,,,0.10154384,0.93352062,,,,,,,,,,,,,,,,,,,,,,16042.258,1600.9247,14717.743,15765.848,14232.702,441.23135,1368.3239,6.0988092,5.6529484,1.7010814,0.80482733,389.5,427.12564,1.9319966,0.061092496,2.6885691,2.1944981,1.4780725,0.69126213,0.35679862,0.16520065,0.046283502,0.015940795,857.375,490.375,362.75,291.875,240.625,173.375,95.125,49,0.5,1.118034,0.70710677,0.5,0.5,0.70710677,-2.5280349,-2.5071635,-2.4868631,-7.4704776,-7.4443297,-7.0546031,1.4438156,463,689.25,520.25,208.375,86.5,31.375,9.125,2.75,0.23845623,0.10749464,1.8068093,1.8302786,2.3046629,3.0733738,3.4855468,3.0287743,2.2631373,1.7814128,0.33318061,1.2899652,1.6238149,0.95612681,1.0022751,2.030179,5.2663198,6.6194282,1.3894647,657.17749,913.125,1611.875,1028.125,547.25,208.375,86.5,31.375,9.125,2.75,1148.875,338.875,27,0,0,0,0,0
MOL00007882,1,1,,,,,,,,710.30121,0,0,710.30121,0,0,0,0,0,1.0368731,0,0,0,0,104.76798,80.331268,-11.576974,-1.4807949,0.023868242,0,0,0,0,-23.623993,0,11.294549,16.280245,14.599088,10.096179,0,0,1,0,0,0,0.0098771835,,,,,,,,0.053837344,0.9647882,,,,,,,,,,,,,,,,,,,,,,15293.133,815.74481,14618.495,15152.025,14385.686,757.29236,150.15489,6.2756615,6.0988288,1.3173231,0.60612613,374.5,412.47046,1.3885407,0.050695416,2.7543168,2.1246662,1.5570655,0.79311061,0.47686902,0.24878258,0.079141766,0.039386451,838.125,515.625,396.125,323.75,260.75,163.875,112,75.875,6.2048368,0.5,6.2649822,0.70710677,0.70710677,0.70710677,-2.3838451,-2.36391,-2.3631606,-9.1348495,-8.7924423,-8.777606,1.4372698,511.75,681.25,562.75,246.25,115.125,49.75,16.5,7.375,0.29062796,0.15366796,0.68254644,0.51099646,0.26363501,0.15945791,0.24098608,1.4459506,1.6126813,1.4745891,0.092715099,0.30208984,0.47873551,0.9269532,1.2233645,1.4955287,2.8871984,2.2184258,1.3717518,631.85632,866.75,1644.5,1067.75,597.25,246.25,115.125,49.75,16.5,7.375,1132.75,386.5,34.5,0,0,0,0,0
MOL00008182,1,1,,,,,,,,718.9447,0,0,718.9447,0,0,0,0,0,1.1459358,0,0,0,0,6.6939559,44.241646,-86.186592,-68.323158,0.043507267,0,0,0,0,-10.514246,0,6.8214955,14.742888,23.910461,17.863438,0,0,1,0,0,0,0.014244374,,,,,,,,0.14659694,0.87559557,,,,,,,,,,,,,,,,,,,,,,14660.998,2125.6702,12696.225,14500.101,11239.782,1876.4298,1544.7853,5.7312307,5.0759187,2.0893264,0.60580981,389.5,431.89871,2.5626059,0.051926859,2.7335408,2.3731997,1.8038722,0.8546077,0.43210965,0.18984999,0.058139727,0.019079333,872.25,499.875,368,288.125,225.875,157,100.25,64.5,0.5,1.2247449,0.86602539,0.5,0.5,0.70710677,-2.9543927,-2.9431658,-2.9220569,-8.0449429,-7.753479,-7.6490989,1.4322042,471,725,616.5,245.375,99.25,37.25,11,3,0.26970109,0.12928416,0.76063925,1.0852239,1.0859215,1.305389,1.6302161,1.9029382,2.7520909,3.2410216,0.25125778,0.42684293,0.76189709,1.3661485,2.0032904,2.6473577,4.8443632,6.5233183,1.3961768,647.66156,904.25,1711.875,1169.25,667.25,245.375,99.25,37.25,11,3,1240.875,444.25,50.75,0,0,0,0,0
MOL00008285,1,1,,,,,,,,715.58777,0,0,715.58777,0,0,0,0,0,1.2861737,0,0,0,0,51.478703,67.180443,-49.477386,-45.233925,0.074232474,0,0,0,0,-26.605091,0,10.729286,21.061895,18.728661,4.2434645,0,0,1,0,0,0,0.051492888,,,,,,,,0.38305566,0.6952005,,,,,,,,,,,,,,,,,,,,,,12324.759,4543.2979,8245.5459,11860.673,6082.0264,3152.97,3089.7622,5.1106992,4.0145726,2.9866443,0.91098863,366.875,420.1579,4.2959108,0.047702704,2.6919992,2.2611256,1.8068666,0.98196292,0.53272337,0.29015705,0.15452868,0.062439751,845.375,478.5,353.25,280,218.5,138.625,87,54,6.3835726,6.4420495,0.5,0.5,0.5,0.70710677,-2.6575122,-2.6567638,-2.6512992,-9.0915833,-8.8401918,-8.6990376,1.4556832,481.5,731,664.125,312,141.125,67.125,31.25,11.25,0.3995046,0.23973215,1.083807,1.1186574,1.4766366,1.9572629,2.2763095,1.9276159,1.825191,2.0846958,0.94069308,1.5676413,1.9214637,2.3435903,2.9953945,3.7834382,4.4594789,5.3719893,1.3735943,658.21838,904.125,1742.625,1211.125,749,312,141.125,67.125,31.25,11.25,1261.125,480.125,84.875,0,0,0,0,0
MOL00008260,1,1,,,,,,,,750.60358,0,0,750.60358,0,0,0,0,0,1.1095481,0,0,0,0,74.10656,38.208183,-13.416202,-0.26063767,0.11905335,0,0,0,0,-30.799679,0,9.7038717,25.225594,26.336092,13.155563,0,0,1,0,0,0,0.060471945,,,,,,,,0.31334564,0.76678622,,,,,,,,,,,,,,,,,,,,,,13702.491,4128.2153,10102.131,13174.638,8954.9102,3463.4463,1284.1354,5.4088655,4.268167,2.8160951,1.0495869,422.125,461.59845,4.0355229,0.066594943,2.7095656,2.3358128,1.7335908,0.85338092,0.41824424,0.18664773,0.06320627,0.029734539,937.625,546.75,394.875,310.75,252.875,176.125,116.5,68.25,0.70710677,0.86602539,1.5,0.5,0.5,1,-2.8138795,-2.7186453,-2.6944921,-8.4864902,-8.4577255,-7.9267378,1.4524654,553,781.25,646.5,262.25,105.125,41.125,13.625,5.625,0.26622349,0.13234112,1.017947,0.73997116,0.97356391,1.1816188,1.1883287,0.40305403,0.80942285,1.705297,0.64159423,1.002968,1.0995008,2.0330596,3.2732124,4.3520927,5.4747982,6.3862033,1.4141172,693.01184,980,1836.125,1231.875,696.75,262.25,105.125,41.125,13.625,5.625,1283.125,450.625,50.25,0,0,0,0,0
MOL00008468,1,1,,,,,,,,645.70398,0,0,645.70398,0,0,0,0,0,1.2330599,0,0,0,0,101.28574,22.792488,41.327885,54.579281,0.0086368341,0,0,0,0,-13.94896,0,13.55512,25.639935,10.350212,13.251396,0,0,1,0,0,0,0.008215066,,,,,,,,0.11421482,0.90002972,,,,,,,,,,,,,,,,,,,,,,13980.662,1585.5065,12494.025,13881.792,11196.405,1289.9303,1494.3265,5.8850346,5.6127491,1.9054629,0.50872272,327.375,376.48495,5.5235786,0.071588002,2.8543403,2.6475756,1.9368613,0.82920647,0.38850605,0.17586817,0.10087468,0.05448484,963.125,569.5,390.25,289.25,244.25,207.625,173.5,121.5,0.5,0.70710677,1.118034,0.5,0.5,1,-2.4895751,-2.462661,-2.4249766,-9.1849937,-9.1849909,-9.1024456,1.403818,507.375,703,577.25,218.875,89.5,38.5,19.5,9.5,0.22934017,0.13310285,1.2931957,1.3320128,1.2640032,1.2154094,0.93117589,0.79030544,0.79386795,0.59514254,0.60302991,1.0037475,1.6557977,3.114866,4.3084517,5.3580847,5.3586273,5.2413607,1.3789309,594.93549,820.375,1709.875,1136.625,613.375,218.875,89.5,38.5,19.5,9.5,1202.5,433.625,36.125,0,0,0,0,0
MOL00008393,1,1,,,,,,,,645.2594,0,0,645.2594,0,0,0,0,0,1.1599607,0,0,0,0,101.14317,17.238548,35.897961,46.248505,0.12166862,0,0,0,0,-26.218548,0,12.654957,17.422987,24.879496,10.350543,0,0,1,0,0,0,0.0088230772,,,,,,,,0.064446881,0.95319194,,,,,,,,,,,,,,,,,,,,,,14407.35,920.39142,13612.911,14281.396,13317.894,397.04285,692.41339,6.1233974,5.8414807,1.4162703,0.54869747,331.25,370.41479,3.0831404,0.037443627,2.8086178,2.3072712,1.8114426,1.0133702,0.502033,0.23049682,0.085074179,0.032231715,658.25,361.75,265.75,217.625,177.125,140.25,71.125,43.125,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.5087337,-2.4087186,-2.4057109,-8.0368357,-7.9838824,-7.762794,1.4194148,536.25,786.875,613.125,265.625,107.5,42.5,15.5,4.375,0.40451553,0.19529006,2.4962821,2.4570305,2.7738798,3.4085064,3.9264724,4.2676682,3.5913553,3.7783489,0.67405081,1.0690674,1.3371561,1.8165505,2.3708436,3.5008745,4.854908,4.9604745,1.3482254,587.90247,792.625,1580.25,1077.875,642,265.625,107.5,42.5,15.5,4.375,1044,291,28.875,0,0,0,0,0
MOL00009098,1,1,,,,,,,,454.04684,0,0,454.04684,0,0,0,0,0,1.2953253,0,0,0,0,5.9920764,37.813274,-49.077602,-40.511055,5.9712216e-005,0,0,0,0,-24.029888,0,6.5095453,7.185976,2.1802504,8.5665483,0,0,1,0,0,0,4.0750665e-009,,,,,,,,0.083208039,0.91679198,,,,,,,,,,,,,,,,,,,,,,5000.4658,416.07895,4584.3867,5000.4658,4576.5244,423.77365,0.16783252,4.2093215,3.7587156,1.1512108,0.0002399423,217.875,246.32983,2.2362733,0.075968497,2.957705,2.5896702,2.1197619,0.83278167,0.4639703,0.27601716,0.15046966,0.062297259,681.75,399.875,286.5,225.625,177.625,142.875,105.25,79.375,0.5,0.5,0.70710677,1,0.5,0.5,-2.5554104,-2.537852,-2.5050349,-7.7949648,-7.7562046,-7.6934443,1.2848872,354.875,508.5,444.125,169.5,82.75,41.875,19.375,7.25,0.28883073,0.18559557,0.40909794,0.42890239,0.29377139,0.48849827,0.62808257,0.73428553,0.60883963,0.75524807,0.1528101,0.50701499,0.43071076,1.2826972,2.0966988,2.5942945,3.0266101,2.8093114,1.3305537,424.72919,565.125,1269.75,853.75,481.375,169.5,82.75,41.875,19.375,7.25,914.875,345.25,37.25,0,0,0,0,0
MOL00008917,1,1,,,,,,,,475.75562,0,0,475.75562,0,0,0,0,0,1.2357701,0,0,0,0,68.43351,46.077789,3.6858902,5.5682302,0.17990507,0,0,0,0,-7.5724249,0,7.0640559,18.765848,9.5435266,1.88234,0,0,1,0,0,0,0.045087066,,,,,,,,0.13244957,0.94553995,,,,,,,,,,,,,,,,,,,,,,4092.4355,521.69781,3724.3318,3938.8413,3371.8796,348.06158,372.49432,3.8080075,3.5885623,1.1283873,0.76198506,228.375,266.84045,3.3125424,0.06788376,2.8416927,2.2414415,1.7830677,0.90149778,0.46914005,0.22166146,0.08793851,0.022738222,643.375,369.25,273.125,219.375,180.125,123.25,79.625,52.5,0.5,1.118034,1.2247449,0.70710677,0.5,0.86602539,-2.600553,-2.5150111,-2.5117993,-8.3150368,-7.8328843,-7.7868538,1.2930114,331.75,456.625,423.25,183.375,76.875,29.25,11.5,2.625,0.28146452,0.13333334,0.92253941,0.86598468,1.0692507,1.486854,1.7832766,1.3079565,0.91323376,1.5372608,0.47018087,1.2069459,1.4662347,1.7488931,2.4593408,3.0891881,3.4005978,4.5735826,1.346787,443.46286,597.25,1203.25,776.375,470.625,183.375,76.875,29.25,11.5,2.625,871.5,319.75,47.375,0,0,0,0,0
MOL00009051,1,1,,,,,,,,562.82751,0,0,562.82751,0,0,0,0,0,1.1261375,0,0,0,0,65.713913,51.488117,-13.795558,-10.910518,0.085664809,0,0,0,0,-8.4147005,0,16.093771,19.878885,8.956872,2.8850408,0,0,1,0,0,0,0.027094524,,,,,,,,0.11123845,0.94558471,,,,,,,,,,,,,,,,,,,,,,7070.8599,764.82166,6501.3823,6875.5156,6173.9199,273.37762,623.56213,4.7513866,4.5205755,1.3472387,0.74410546,278.125,315.56229,2.3929641,0.063711666,2.8615801,2.2159166,1.668125,0.85581917,0.38996857,0.13781054,0.0016376927,0,649.5,366.25,274,226.5,187.375,128.5,63.875,42.25,0.5,0.5,1,0.5,0.5,0.70710677,-2.2895389,-2.275387,-2.1972442,-5.1530151,-5.1040978,-5.0653896,1.3488085,450.375,596.5,480.25,182.75,63.5,17.125,0.375,0,0.23175183,0.075607061,0.55093861,0.30635613,0.42811424,0.58878911,0.70133477,1.4843892,1.0657974,1.6098285,0.77545273,1.3405836,1.3758279,1.5742086,2.0134828,2.1877494,6.4882126,0,1.3513546,506.80627,684.875,1368.5,878.625,495.125,182.75,63.5,17.125,0.375,0,918.125,282.125,14.875,0,0,0,0,0
MOL00009037,1,1,,,,,,,,567.32239,0,0,567.32239,0,0,0,0,0,1.0589917,0,0,0,0,13.187489,10.580737,-22.116173,-9.3431301,0.36330307,0,0,0,0,-14.059111,0,8.3884554,10.973644,3.1981239,12.773044,0,0,1,0,0,0,0.031606145,,,,,,,,0.10421113,0.95258248,,,,,,,,,,,,,,,,,,,,,,6833.9849,692.51208,6330.1772,6645.2798,6039.1499,193.4545,601.38025,4.6341329,4.3249283,1.2547401,0.7688908,300.5,326.31357,3.6521349,0.17616209,2.6817455,1.9912544,1.2934216,0.47842002,0.20808716,0.095913276,0.037866555,0.016176336,861.375,509.625,382,313.875,262.375,189.75,119,74.75,0.5,0.5,0.70710677,0.5,0.5,1,-2.3541868,-2.3529727,-2.2984104,-7.5914249,-7.2712665,-7.2153449,1.3381314,300.5,386.25,309.125,105.75,40.875,17.5,5.75,2.125,0.10700262,0.05575468,0.70588857,0.6785962,0.84738964,1.2481844,1.5961463,1.6984073,1.0728182,1.0968446,0.78902489,2.1398993,2.7639523,2.6455207,2.9682646,4.2030458,5.3354616,5.6338029,1.3890327,522.84583,726.25,1226.375,691.875,338.75,105.75,40.875,17.5,5.75,2.125,925.875,305.625,29.625,0,0,0,0,0
MOL00009011,1,1,,,,,,,,605.97797,0,0,605.97797,0,0,0,0,0,1.2309116,0,0,0,0,38.309978,60.654888,-50.600147,-46.872997,0.068933673,0,0,0,0,-18.082214,0,18.75421,24.4716,5.7049451,3.7271478,0,0,1,0,0,0,0.035844296,,,,,,,,0.13059559,0.92620099,,,,,,,,,,,,,,,,,,,,,,10206.172,1296.0747,9191.9316,9924.3379,8576.8184,589.19153,1040.1615,5.0490465,4.476757,1.6367788,0.84756601,325.25,357.17462,1.8498877,0.071667708,2.8157849,2.4592993,1.8957765,0.8683508,0.43733948,0.19026355,0.055565003,0.012217054,860.25,511.875,367,283.5,229.625,173.875,136.75,99.375,0.5,0.70710677,0.5,4.7696962,0.5,4.8476801,-2.6375587,-2.5900304,-2.5895805,-6.5678773,-6.41366,-6.3614841,1.3539453,436.5,609.875,526.875,210.875,85.875,31.5,9.125,2.125,0.23399183,0.11111111,0.59683824,0.80245107,0.82271802,1.0128974,1.1643431,1.8461608,2.0698733,2.2286692,0.27460966,0.24203043,0.55811375,1.0878396,1.3348588,2.6316171,4.0433431,5.3544688,1.4079734,556.47357,783.5,1563.25,1042.75,584.75,210.875,85.875,31.5,9.125,2.125,1126.75,432.875,57.875,0,0,0,0,0
MOL00009290,1,1,,,,,,,,496.21335,0,0,496.21335,0,0,0,0,0,1.134065,0,0,0,0,65.796562,54.439232,-8.1756916,-2.5935714,0.052986685,0,0,0,0,-11.294026,0,10.424539,16.830662,3.4733725,5.5821199,0,0,1,0,0,0,0.0082870917,,,,,,,,0.078184344,0.93685055,,,,,,,,,,,,,,,,,,,,,,5007.1543,388.56012,4655.9546,4969.7944,4589.437,366.7663,50.951229,4.3048701,4.1001015,1.1259509,0.37324643,238.25,273.81738,3.2145443,0.055225708,2.9793365,2.4075093,1.9333873,0.97942024,0.56563354,0.18892166,0.043436859,0.023356343,604.875,370,273,213.75,174.5,117.875,88.875,66.625,6.3442888,8.276473,10.136567,0.5,0.5,1,-2.3541989,-2.3355885,-2.3287258,-8.6024437,-8.4255314,-8.2745523,1.2987478,446.25,555.375,476.625,197.375,83.375,24.125,6.125,3,0.30540293,0.1128655,0.74583209,0.7520197,1.1097054,1.4685094,1.7937264,0.66784638,0.18056828,0.39690545,1.1197125,1.7482266,1.9479054,2.1334355,2.1128969,1.7769269,5.1998506,5.4625254,1.3375564,443.25232,592.875,1306.125,873.25,507.75,197.375,83.375,24.125,6.125,3,859.875,317.875,31.125,0,0,0,0,0
MOL00009060,1,1,,,,,,,,646.59503,0,0,646.59503,0,0,0,0,0,1.1840428,0,0,0,0,47.249474,20.896791,-19.114019,0.42871851,0.5315882,0,0,0,0,-8.283165,0,12.876654,24.370176,12.515721,19.542738,0,0,1,0,0,0,0.065383077,,,,,,,,0.39543629,0.69844592,,,,,,,,,,,,,,,,,,,,,,9125.1553,3446.6292,6087.6655,8716.0156,3280.063,3768.5876,2076.5049,4.6882958,3.5572569,2.6452527,0.90959471,350.625,386.76031,3.0009515,0.12260538,2.6499276,2.0780683,1.3534398,0.59755069,0.29407021,0.13561556,0.05272403,0.020053705,1035.125,596.625,433.875,357.375,303.625,252,147.125,90.875,0.70710677,0.5,0.5,0.5,0.5,0.70710677,-2.9106884,-2.8966131,-2.8678596,-7.7127223,-7.2967844,-7.2459674,1.3887197,338.875,464.875,398.75,165,68.625,27.5,9.125,3.125,0.15816768,0.076949984,0.64782238,0.68787605,0.71863335,0.94990951,1.194749,1.4234723,1.1641396,1.3512462,0.54772174,1.5999048,2.3006752,2.1217439,2.3164399,2.9160132,3.6240149,3.9787338,1.4181372,609.1618,863.875,1522.25,886.875,457,165,68.625,27.5,9.125,3.125,1183.375,422,58.25,0,0,0,0,0
MOL00008966,1,1,,,,,,,,661.31268,0,0,661.31268,0,0,0,0,0,1.0334089,0,0,0,0,108.75349,79.605568,-4.3716516,7.9810686,0.20879328,0,0,0,0,-9.228488,0,12.991744,18.184971,7.9663157,12.35272,0,0,1,0,0,0,0.028381703,,,,,,,,0.15380166,0.89601755,,,,,,,,,,,,,,,,,,,,,,10383.198,1558.1404,9077.4131,10130.843,8805.1045,690.22748,887.86609,5.2529616,4.8482404,1.8662101,0.81677675,364.125,383.49283,4.5915561,0.14254424,2.6728528,1.7962904,1.0573033,0.42195016,0.25318712,0.12738532,0.064043812,0.033435918,1034.375,613.25,476.875,407.125,352.625,275.5,153.875,98,0.5,0.70710677,0.86602539,0.5,0.70710677,0.5,-2.6934125,-2.6864538,-2.6429741,-8.750699,-8.6714287,-8.6387463,1.3672607,353.875,392.375,303.625,122.5,59.125,27,12.125,6.125,0.12398427,0.066318698,1.0257564,0.83912194,0.94328588,1.2031065,1.3984127,1.5041348,0.72788823,0.34122238,0.48929805,1.8296552,2.8924911,3.6289728,3.6995912,3.6242323,3.7139609,4.2781706,1.4351653,595.40179,854.5,1414.125,722.75,335.25,122.5,59.125,27,12.125,6.125,1060.25,330.375,31.625,0,0,0,0,0
